id_s!,family_s*,family_short_s,gradeband_s*,category_s,desc_t
9-10.L.2.a,Common Core English Language Arts Standards,CC ELA,9-12,Language,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.
9-10.L.2.b,Common Core English Language Arts Standards,CC ELA,9-12,Language,Use a colon to introduce a list or quotation.
9-10.L.2.c,Common Core English Language Arts Standards,CC ELA,9-12,Language,Spell correctly.
9-10.L.3,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
9-10.L.3.a,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian’s Manual for Writers) appropriate for the discipline and writing type."
9-10.L.4,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9–10 reading and content, choosing flexibly from a range of strategies."
9-10.L.4.a,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word’s position or function in a sentence) as a clue to the meaning of a word or phrase."
9-10.L.4.b,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy)."
9-10.L.4.c,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology."
9-10.L.4.d,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
9-10.L.5,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
9-10.L.5.a,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text."
9-10.L.5.b,Common Core English Language Arts Standards,CC ELA,9-12,Language,Analyze nuances in the meaning of words with similar denotations.
9-10.L.6,Common Core English Language Arts Standards,CC ELA,9-12,Language,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
K.L.1,Common Core English Language Arts Standards,CC ELA,K-2,Language,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
K.L.1.a,Common Core English Language Arts Standards,CC ELA,K-2,Language,Print many upper- and lowercase letters.
K.L.1.b,Common Core English Language Arts Standards,CC ELA,K-2,Language,Use frequently occurring nouns and verbs.
K.L.1.c,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Form regular plural nouns orally by adding /s/ or /es/ (e.g., dog, dogs; wish, wishes)."
K.L.1.d,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Understand and use question words (interrogatives) (e.g., who, what, where, when, why, how)."
K.L.1.e,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Use the most frequently occurring prepositions (e.g., to, from, in, out, on, off, for, of, by, with)."
K.L.1.f,Common Core English Language Arts Standards,CC ELA,K-2,Language,Produce and expand complete sentences in shared language activities.
K.L.2,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
K.L.2.a,Common Core English Language Arts Standards,CC ELA,K-2,Language,Capitalize the first word in a sentence and the pronoun I.
K.L.2.b,Common Core English Language Arts Standards,CC ELA,K-2,Language,Recognize and name end punctuation.
K.L.2.c,Common Core English Language Arts Standards,CC ELA,K-2,Language,Write a letter or letters for most consonant and short-vowel sounds (phonemes).
K.L.2.d,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Spell simple words phonetically, drawing on knowledge of sound-letter relationships."
K.L.3,Common Core English Language Arts Standards,CC ELA,K-2,Language,(Begins in grade 2)
K.L.4,Common Core English Language Arts Standards,CC ELA,K-2,Language,Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on kindergarten reading and content.
K.L.4.a,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Identify new meanings for familiar words and apply them accurately (e.g., knowing duck is a bird and learning the verb to duck)."
K.L.4.b,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Use the most frequently occurring inflections and affixes (e.g., -ed, -s, re-, un-, pre-, -ful, -less) as a clue to the meaning of an unknown word."
K.L.5,Common Core English Language Arts Standards,CC ELA,K-2,Language,"With guidance and support from adults, explore word relationships and nuances in word meanings."
K.L.5.a,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Sort common objects into categories (e.g., shapes, foods) to gain a sense of the concepts the categories represent."
K.L.5.b,Common Core English Language Arts Standards,CC ELA,K-2,Language,Demonstrate understanding of frequently occurring verbs and adjectives by relating them to their opposites (antonyms).
K.L.5.c,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Identify real-life connections between words and their use (e.g., note places at school that are colorful)."
K.L.5.d,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Distinguish shades of meaning among verbs describing the same general action (e.g., walk, march, strut, prance) by acting out the meanings."
K.L.6,Common Core English Language Arts Standards,CC ELA,K-2,Language,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts."
1.RF.1,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Demonstrate understanding of the organization and basic features of print.
1.RF.1.a,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,"Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation)."
1.RF.2,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes)."
1.RF.2.a,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Distinguish long from short vowel sounds in spoken single-syllable words.
1.RF.2.b,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,"Orally produce single-syllable words by blending sounds (phonemes), including consonant blends."
1.RF.2.c,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,"Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words."
1.RF.2.d,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).
1.RF.3,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Know and apply grade-level phonics and word analysis skills in decoding words.
1.RF.3.a,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Know the spelling-sound correspondences for common consonant digraphs.
1.RF.3.b,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Decode regularly spelled one-syllable words.
1.RF.3.c,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Know final -e and common vowel team conventions for representing long vowel sounds.
1.RF.3.d,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.
1.RF.3.e,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Decode two-syllable words following basic patterns by breaking the words into syllables.
1.RF.3.f,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Read words with inflectional endings.
1.RF.3.g,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Recognize and read grade-appropriate irregularly spelled words.
1.RF.4,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Read with sufficient accuracy and fluency to support comprehension.
1.RF.4.a,Common Core English Language Arts Standards,CC ELA,K-2,Reading Foundational Skills,Read on-level text with purpose and understanding.
