displayweight_i,displayweight_pre_i,displayweight_25_i,displayweight_middle_i,displayweight_high_i,code_s,name_s,orgname_s,url_s,longdescription_t,image_s,tags_s,teachers_notes_s,languages_supported_s,short_code_s,tags_grade_s,string_detail_grades_s,tags_teacher_experience_s,tags_student_experience_s,tags_activity_type_s,tags_subject_s,tags_platform_s,string_platforms_s,string_detail_platforms_s,tags_length_s,tags_programming_language_s,string_detail_programming_languages_s,tags_accessibility_s,string_standards_t,popularityrank_i,popularityrank_pre_i,popularityrank_25_i,popularityrank_middle_i,popularityrank_high_i
1969,1,1602,1660,1577,mee_estate,Escape Estate,Minecraft Education,https://aka.ms/HourofCode2022 ,"Solve puzzles to escape from Dr. Breakowski's mysterious mansion in the new Minecraft Hour of Code: Escape Estate. Use coding and computational thinking to unlock secrets, open trap doors, and reveal hidden clues. Code your way out by dawn and earn a million emeralds! With coding in blocks or Python, Hour of Code offers a learning pathway for anyone to learn the basics of code. ",/images/tutorials/hoc2022/mee_estate.png,2022-tutorial,https://education.minecraft.net/en-us/lessons/hour-of-code-escape-estate,"bg,zh-CN,zh-TW,cs,da,nl,en,en-GB,fi,fr,de,el,hu,id,it,ja,ko,nn,pl,pt-BR,pt-PT,ru,es,es-MX,sv,tr,uk",meeestate,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Mac, Windows, Chromebook, iPhone, iPad, Android phone and tablet",,1hour,"blocks,typing","Blocks, Python","screenreader,tts,keyboard,highcontrast","CSTA: 1A-AP-08, 1A-AP-10, 1A-AP-14, 1A-AP-16, 1B-AP-10, 1B-AP-08, 1B-AP-15, 1B-IC-20, 2-AP-10, 2-AP-12, 2-AP-13",14,999,15,16,11
1968,1,1595,1639,1585,msft_wakanda,Long Live Wakanda,Microsoft,https://aka.ms/wakanda,"Shuri, Okoye, and Riri must band together to help Wakanda. Code your own action-packed activity inspired by Marvel Studios' ""Black Panther: Wakanda Forever""",/images/tutorials/hoc2022/msft_wakanda.png,2022-tutorial,,en,msftwakanda,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,art,computers,All modern browsers,,1hour,blocks,Blocks,"screenreader,highcontrast",,37,999,999,28,17
1967,1,1967,1967,1,codemonkey_hoot,AI is a Hoot: Pose Detection,CodeMonkey Studios,https://app.codemonkey.com/courses/ai-mini-course#1,"Create games using AI and blocks! In this short course, your students will learn to train an AI model using different poses. The students will use their model to control the owl and change its scale based on the different poses. They will follow step-by-step instructions and easily drag the blocks to solve the exercises. Your curious students can also deep dive into how AI works.",/images/tutorials/hoc2023/codemonkey_hoot.png,2023-tutorial,https://www.codemonkey.com/hour-of-code/ai-is-a-hoot-hour-of-code/,en,codemonkeyhoot,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,"cs-only,ai",computers,All modern browsers,do-not-show,1hour,blocks,Blocks,"tts,screenreader",do-not-show,115,999,57,64,999
1965,1,1965,1965,1,tynker_tickle,Tickle Monster,Tynker,https://www.tynker.com/hour-of-code/tickle-monster,Create a virtual tickle monster and use Tynker's AI Pose Tracking library to make the character respond to hand gestures.,/images/tutorials/hoc2023/tynker_tickle.png,2023-tutorial,https://www.tynker.com/hour-of-code/tickle-monster-guide.pdf,en,tynkertickle,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,"cs-only,ai",computers,All modern browsers,do-not-show,1hour,blocks,Blocks,none,"CCSS-ELA: : RF.3.4.A, RF.4.4.A, RF.5.4.A, 6-8.RST.3, 6-8.RST.4, 6-8.RST.7
CCSS-Math: MP.1
CSTA: 1B-AP-11, 1B-AP-12, 1B-AP-15, 2-AP-13, 2-AP-17
CS CA: 3-5.AP.13, 3-5.AP.17, 6-8.AP.13, 6-8.AP.15
ISTE: 1.1.c, 1.1.d, 1.4.d, 1.5.c, 1.5.d, 1.6.b",38,999,23,21,999
1964,1,1,1446,1446,codesters_fish,Codesters: Feed the Fish,Learning.com,https://www.codesters.com/curriculum/hour-of-code-2022/Feed+the+Fish/1/,"Learn the basics of coding in Python while creating your own falling-object game! You'll learn how to add a background and sprites, and how to use events to create and control sprites on the stage.",/images/tutorials/hoc2022/codesters_fish.png,2022-tutorial,http://guide.codesters.com/feed-the-fish,en,codestersfish,"all,6-8",Grades 6-8,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,Python,"screenreader,tts","CSTA 2-AP-11: Create clearly named variables that represent different data types and perform operations on their values.
CSTA 2-AP-13: Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.
CSTA 2-AP-14: Create procedures with parameters to organize code and make it easier to reuse.",76,999,999,73,999
1963,1,1,1,1490,groklearning_python,Python + Biology: Build an animal classifier!,Grok Academy,https://groklearning.com/hoc/activity/animal-classifier/,"Develop your programming skills and build your own animal classifier! In this course you'll use the programming language Python to classify animals based on their characteristics. You'll learn about the differences between animals, and how biologists use programming to help them do science! This activity has some assumed knowledge (variables, print and input).",/images/tutorials/hoc2018/groklearning_python.jpg,2018-tutorial,https://groklearning.com/hoc/activity/animal-classifier/lesson-plan/,en,groklearningpython,"all,9+",Grades 9+,comfortable,comfortable,online-tutorial,science,"computers,screenreader","All modern browsers, Screen reader",,1hour,typing,Python,"screenreader,keyboard,highcontrast","CSTA: 2-AP-10, 2-AP-11, 2-AP-12, 2-AP-13, 2-AP-17, 2-AP-19
NGSS: MS-LS4-2",999,999,999,999,66
1962,1,1580,1560,1542,oceans,AI for Oceans,Code.org,https://code.org/oceans,"Computer science is about so much more than coding! Learn about AI, machine learning, training data, and bias, while exploring ethical issues and how AI can be used to address world problems.",/images/tutorials/hoc2019/oceans.png,2019-tutorial,https://code.org/oceans,"ar,cs,zh-CN,zh-TW,da,nl,en-GB,en,fi,fr,de,el,hi,hr,hu,id,it,ja,ko,ms,mr,pl,pt-BR,pt-PT,ro,ru,sk,es,es-MX,sv,tl,ta,te,th,tr,uk,ur-IN,ur-PK,vi",ai-oceans,"all,2-5,6-8,9+",Grades 3+,beginner,beginner,online-tutorial,"cs-only,ai","computers,android,ios","All modern browsers, Android tablet, iPad, Android phone, iPhone",,1hour,other,AI and Machine Learning,captions,,9,999,34,42,58
1961,1,1,1961,1961,codecombat_hack,CodeCombat AI HackStack,CodeCombat,https://codecombat.com/ai/,"Discover the future of AI with CodeCombat AI HackStack! This cutting-edge tool is your gateway to AI mastery, offering access to top LLMs like ChatGPT-4, Claude, Stable Diffusion, DALL-E, and more. In just minutes, unleash your creativity and go from ideas to fully published projects like - games, art, websites, and code. HackStack is your new AI companion for limitless possibilities!",/images/tutorials/hoc2023/codecombat_hack.png,2023-tutorial,,"en,en-GB",codecombathack,"all,6-8,9+        ",Grades 6+,beginner,beginner,online-tutorial,"science,la,art,ai","android,computers,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",do-not-show,1hour,other,Language independent,none,do-not-show,120,999,999,60,999
1960,1,1,1514,1514,kcj_dominos,Simulating Dominos Using JavaScript,Kid.js,https://kidjs.app/hour-of-code,"In this lesson we will simulate falling dominos using JavaScript. Along the way we will learn about variables, functions, loops, mouse events and knocking things over!",/images/tutorials/hoc2022/kcj_dominos.png,2022-tutorial,https://kidjs.app/hour-of-code,"en,en-GB",kcjdominos,"all,2-5,6-8",Grades 2-8,comfortable,comfortable,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,JavaScript,none,,251,999,999,84,999
1959,1407,1407,1,1,kodable_hero,Design your Hero,Kodable,https://www.kodable.com/hour-of-code/design-your-hero,Welcome to Bug World! The Kodable fuzzFamily needs your coding help. Use your real-life heroes and your imagination to design a character who will protect the fuzzFamily. You'll choose the properties your hero possesses and put their strength to the test against the buggy slimes of Bug World!,/images/tutorials/hoc2021/kodable_hero.png,2021-tutorial,https://www.kodable.com/hour-of-code/fuzz-builder,"en,en-GB",kodablehero,"all,pre,2-5",Pre-reader - Grade 5,beginner,beginner,online-tutorial,art,"computers,ios","All modern browsers, iPad, iPhone",,1hour,typing,"JavaScript, iOS/Swift, Language independent (can be taught in multiple languages)",none,,46,18,999,999,999
1958,1,1,1958,1958,mindmakers_neural,AI & Neural Networks,Mind Makers,https://mindmakers.cc/hourofcode/neuralnetwork.html?lang=en,"From your first steps in programming to Neural Networks, all in just 16 challenges! Understand how AI techniques contribute to programming, using Text-to-Speech (TTS), Speech-to-Text (STT), and training your first neural networks to classify text, images, and poses...",/images/tutorials/hoc2023/mindmakers_neural.png,2023-tutorial,,"en,pt-BR,es",mindmakersneural,"all,6-8,9+        ",Grades 6+,beginner,beginner,online-tutorial,"cs-only,ai",computers,"Microsoft Edge, Chrome",do-not-show,1hour,blocks,Blocks,tts,"CSTA, AI4K12",51,999,999,30,999
1957,1,1,1580,1502,coderdojo_target,Target practice: Introduction to Python graphics,CoderDojo,https://projects.raspberrypi.org/en/projects/target-practice?utm_source=hourofcode&utm_medium=listing&utm_campaign=hoc-target-practice,"Use Python with the p5 graphics library to draw a target and score points by hitting it with arrows. Learn about RGB colours and position your target with x & y coordinates. Use if, elif and else conditions to make scoring decisions. ",/images/tutorials/hoc2022/coderdojo_target.png,2022-tutorial,https://rpf.io/target-practice-edu,"nl,en,en-GB,fr,el,ja,es-MX",coderdojotarget,"all,6-8",Grades 6-8,comfortable,comfortable,online-tutorial,math,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,"1hour,1hour-follow",typing,Python,none,,166,999,999,108,999
1956,1,1,1956,1956,google_discoverai,Discover AI in Daily Life,Google,https://applieddigitalskills.withgoogle.com/c/middle-and-high-school/en/discover-ai-in-daily-life/overview.html?utm_source=partners&utm_medium=website&utm_campaign=20231106-HOC2023-AI--hsms-ins-&src=partners-website-20231106-HOC2023-AI--hsms-ins-,"Have you ever wondered how an app can recommend movies that you may like? Or how a computer can suggest words to finish a sentence you're typing? In this Applied Digital Skills lesson, you will learn what artificial intelligence is, how people use it every day, and its benefits and challenges using Quick, Draw!, AutoDraw, Google Translate, and Google Slides.",/images/tutorials/hoc2023/google_discoverai.png,2023-tutorial,https://docs.google.com/document/d/1QS2xfM7TVvdYThZ3m-tUV-ZvL7eMLINtG8eVNEMxjYg/edit?resourcekey=0-mQLfQ9HuFVNa14VmlUXhLA#heading=h.pzbhbkeulgo,en,googlediscoverai,"all,6-8,9+        ",Grades 6+,beginner,beginner,online-tutorial,"art,ai","android,computers,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",do-not-show,"1hour,1hour-follow",do-not-show,do-not-show,"tts,highcontrast,screenreader,captions,keyboard","CSTA - 3B-AP-08, 1-AP-12, 2-DA-08
ISTE - 1.1 Empowered Learner, 1.3 Knowledge Constructor, 1.6 Creative Communicator""",144,999,999,48,999
1900,1,1,1900,1900,bbt_ai,AI for All,BirdBrain Technologies,https://learn.birdbraintechnologies.com/artificial-intelligence/ai-for-all/,"It's time to get hands-on with AI! Train and test a real image recognition model, and use it to control your code. ",/images/tutorials/hoc2023/bbt_ai.png,2023-tutorial,https://docs.google.com/document/d/1CNDCTek3W6U8OFvBjemLBHVeeOewHw7haTfF_x4yPWA/edit,en,bbtai,"all,6-8,9+        ",Grades 6+,comfortable,comfortable,lesson-plan,"cs-only,ai",computers,All modern browsers,do-not-show,1hour,blocks,Blocks,none,do-not-show,999,999,999,999,999
1639,1,1580,1639,1,google_logo,My Google Logo,Google,https://g.co/csfirst/hoc2022-logo,"Use your creativity and imagination to bring the Google logo to life using code. Make the letters dance, tell a story or create a game. With Scratch and CS First, anyone can become a designer and programmer for the day!",/images/tutorials/hoc2022/google_logo.png,2022-tutorial,,"en,es-MX",googlelogo,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,art,computers,All modern browsers,,"1hour,1hour-follow",blocks,Blocks,"tts,captions,highcontrast","Events
CSTA Standards addressed
2-DA-09: Refine computational models based on the data they have generated

Sequencing
CSTA Standard addressed
2-AP-10: Use flowcharts and/or pseudocode to address complex problems as algorithms.

Loops
CSTA Standard addressed
2-AP-12: Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.
",17,999,14,11,999
1630,1,1,1597,1597,codesters_hedgehog,Codesters: Star Hedgehog,Learning.com,https://www.codesters.com/curriculum/hour-of-code-2022/star+hedgehog/1/,"Learn the basics of coding in Python, then create a game that shoots a sprite to the stars! To shoot your shot you'll first need to learn how to create key, interval, and collision events. BLAST OFF!",/images/tutorials/hoc2022/codesters_hedgehog.png,2022-tutorial,http://guide.codesters.com/star-hedgehog,en,codestershedgehog,"all,6-8",Grades 6-8,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,Python,"screenreader,tts","CSTA 2-AP-11: Create clearly named variables that represent different data types and perform operations on their values.
CSTA 2-AP-13: Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.
CSTA 2-AP-14: Create procedures with parameters to organize code and make it easier to reuse.",289,999,999,999,999
1610,1,1607,1676,1607,hatchxr_solar,Build a 3D/AR Solar System,HatchXR,https://code.hatchxr.com/solar-system?utm_source=code.org&utm_medium=HoC2022&utm_campaign=new_activities,"Explore the stars and build your own solar system using concepts of block based programming. Learn about the basics of 3D space, and dive into your imagination to build a universe of your dreams, all in less than an hour. And guess what, you can run your project in AR on any iOS device using the HatchXR app. Don't forget to share your creations with us using #hatchxr #HourOfCode",/images/tutorials/hoc2022/hatchxr_solar.png,2022-tutorial,https://kids.hatchxr.com/courses/solar-system/teacher_manual.pdf,"en,en-GB",hatchxrsolar,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,"science,art","computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,blocks,Blocks,none,,52,999,43,69,40
1606,1,1,1606,1606,pickcode_cookie,Pickcode: Click a Cookie Game,Pickcode,https://app.pickcode.io/lesson/hoc-click-a-cookie,"In this lesson, we're going to make ""Click a Cookie"", a very advanced game that counts how many times the player clicks a picture of a cookie.
",/images/tutorials/hoc2023/pickcode_cookie.png,2023-tutorial,https://docs.google.com/document/d/1SAFWSy7ud3EdOpYGCPo4s0JG8I2zN2cCVkrmseWD-ao/edit?usp=sharing,"en,en-GB",pickcodecookie,"all,6-8,9+        ",Grades 6+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,do-not-show,1hour,typing,JavaScript ,highcontrast,do-not-show,8,999,999,3,999
1605,1,1,1595,1595,codesters_turtle,Codesters: Turtle Traffic,Learning.com,https://www.codesters.com/curriculum/hour-of-code-2022/turtle+traffic/1/,"Learn the basics of coding in Python while creating your own turtle-crossing game! Use lists and loops to set up your game, and events to create cars and control the turtle! Can you safely cross the road?",/images/tutorials/hoc2022/codesters_turtle.png,2022-tutorial,http://guide.codesters.com/turtle-traffic,en,codestersturtle,"all,6-8",Grades 6-8,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,Python,"screenreader,tts","CSTA 2-AP-11: Create clearly named variables that represent different data types and perform operations on their values.
CSTA 2-AP-13: Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.
CSTA 2-AP-14: Create procedures with parameters to organize code and make it easier to reuse.",71,999,999,39,999
1604,1660,1604,1,1,bekids_coding,bekids Coding Challenges,bekids,https://bekids.com/hourofcode/?type=202201,"Join Grace, Zak and Dot the Robot on an adventure in the Loop Galaxy! Code with blocks to complete exciting tasks, and learn the basics of algorithms, sequences and loops!",/images/tutorials/hoc2022/bekids_coding.png,2022-tutorial,,en,bekidscoding,"all,pre,2-5",Pre-reader - Grade 5,beginner,beginner,online-tutorial,"math,art","computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,blocks,Blocks,none,,56,4,32,999,999
