displayweight,displayweight_pre,displayweight_k5,displayweight_25,displayweight_middle,displayweight_high,popularityrank,code,name,orgname,url,shortdescription,longdescription,platformtext,gradelevel,image,tags,teachers_notes,language,languages_supported,short_code,tags_grade,string_detail_grades,tags_teacher_experience,tags_student_experience,tags_activity_type,tags_subject,tags_platform,string_platforms,string_detail_platforms,tags_length,tags_programming_language,string_detail_programming_languages,string_standards,
1190,1,1190,1190,1190,1,14,tynker_hotwheels,Learn to Code with Hot Wheels,Tynker,https://www.tynker.com/hour-of-code/hot-wheels,Solve fun coding puzzles to navigate your Hot Wheels car and win the race!,"Learn to program with Hot Wheels in this high-octane racing game! Choose from a wide selection of cars, then learn to program as you navigate through complex race tracks. Jump over obstacles, skid around corners, and win the race. You can even program your own race tracks and challenge your friends to race on them.",Web based,Grades 2-8,/images/tutorials/new/tynker_hotwheels.jpg,2015-tutorial,https://www.tynker.com/courses/hot-wheels/tynker-hot-wheels-teacher-guide.pdf,English only,en,tynkerhw,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,cs-only,computers,"Internet Explorer 11, Microsoft Edge, Chrome, Firefox, Safari",,1hour,blocks,Blocks,"CCSS ELA: RI.3.3, W.3.6, RI.4.5, RI.4.3, RI.5.10, RST.6-8.4, RST.6-8.7, RST.9-10.5, RST.11-12.3
CCSS Math: MP.3.2, MP.3.8, MD.4.5, NF.4.7
CSTA: L1:6.CT.1, L1:6.CPP.5, L1:6.CPP.6, L2:9.CT.1, L2:9.CT.3, L2:9.CT.5, L2:9.CT.12, L2:9.CPP.3, L2:9.CPP.5",
1190,1,1190,1190,1190,1,27,tynker_monsterhigh,Learn to Code with Monster High,Tynker,https://www.tynker.com/hour-of-code/monster-high,Solve fun coding puzzles with the ghouls of Monster High.,"Monster High is hosting a scavenger hunt! Solve coding puzzles with drag-and-drop blocks to help Frankie, Draculaura, Clawdeen, Cleo, and Ghoulia. Avoid obstacles and find all the school crests as you quest through the halls of Monster High. Then program your own dance party music video with the ghouls and share it with friends.","Web based, Android tablet, iPad",Grades 2-8,/images/tutorials/new/tynker_monsterhigh.jpg,2015-tutorial,https://www.tynker.com/courses/monster-high/tynker-monster-high-teacher-guide.pdf,English only,en,tynkermh,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,cs-only,"computers,android,ios,no-internet","All modern browsers, Android tablets, iPads, Android phones, iPhones",,1hour,blocks,Blocks,"CCSS ELA: RI.3.3, W.3.6, RI.4.5, RI.4.3, RI.5.10, RST.6-8.4, RST.6-8.7, RST.9-10.5, RST.11-12.3
CCSS Math: MP.3.2, MP.3.8, MD.4.5, NF.4.7
CSTA: L1:6.CT.1, L1:6.CPP.5, L1:6.CPP.6, L2:9.CT.1, L2:9.CT.3, L2:9.CT.5, L2:9.CT.12, L2:9.CPP.3, L2:9.CPP.5",
1190,1,1,1,1,1190,126,coders_strikeback,Coders Strike Back: an introduction to bot programming,CodinGame,https://www.codingame.com/hour-of-code,Discover bot programming through a starship race game! (age 14+),"This step-by-step puzzle game provides an easy introduction to bot programming. 

The aim is to win a starship race against other players.

The game is simple to start and only requires a few lines of code to have a ship move around, but there are near-infinite possibilities of improvement to create more sophisticated bots. ",Web based,Grades 9+,/images/tutorials/new/coders_strikeback.jpg,2016-tutorial,https://code.org/files/coders_strikeback_teacherguide.pdf,"English, French","en,fr",coders,"all,9+",Grades 9+,"comfortable,experienced","comfortable,experienced",online-tutorial,math,computers,All modern browsers,,1hour,typing,Language independent,,
1189,1,1,1,1189,1189,52,code_avengers_photo,Build a Photo Booth App,Code Avengers,https://www.codeavengers.com/web-development/100,Build an app that lets you customize photos with stickers and filters.,"This challenging and exciting project will teach you how to create a Photo Booth app.  Using JavaScript, CSS and HTML you will connect buttons that let you use a camera, upload images and customize your photos by inserting stickers and applying filters.",Web based,Grades 6+,/images/tutorials/resubmission/code_avengers_photo.png,2015-tutorial,,"English, Dutch, Spanish","en,nl,es",caphoto,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,art,computers,"Internet Explorer 11, Microsoft Edge, Chrome, Firefox, Safari",,1hour-follow,typing,"JavaScript, HTML, CSS",,
1146,1,1,1,1146,1146,999,wolfram_ninja,Ninja Name Generator,Wolfram Labs,https://lab.open.wolframcloud.com/app/objects/wpl/NinjaNameGenerator.nb,What is your ninja name?,"In this activity, students develop a name generator that transforms their name into ninja names.",2016-tutorial,Grades 6+,/images/tutorials/new/wolfram_ninja.jpeg,"2016-tutorial,do-not-show",,English only,en,wolframn,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour-follow,typing,Wolfram Language,,
1143,1,1,1,1143,1143,122,wolfram_polygon,Draw a Polygon,Wolfram Labs,https://lab.open.wolframcloud.com/app/objects/wpl/DrawAPolygon.nb,Explore creating amazing polygon shapes!,Explore creating different polygon shapes in this activity.,2016-tutorial,Grades 6+,/images/tutorials/new/wolfram_polygon.jpeg,2016-tutorial,,English only,en,wolframp,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,math,computers,All modern browsers,,1hour,typing,Wolfram Language,,
1127,1,1,1,1127,1127,77,wolfram_sphere,Draw a Sphere,Wolfram Labs,https://lab.open.wolframcloud.com/app/objects/wpl/DrawASphere.nb,How many 3D shapes can you create?,Explore 3D graphics in this activity and create your own shapes.,2016-tutorial,Grades 6+,/images/tutorials/new/wolfram_sphere.jpeg,2016-tutorial,,English only,en,wolframsph,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,math,computers,All modern browsers,,1hour,typing,Wolfram Language,,
1000,1000,1000,1000,1000,1000,120,getting_loopy,Getting Loopy,Code.org,https://studio.code.org/s/course1/stage/12/puzzle/1,"In this lesson, students will practice converting sets of actions into a single loop.","Loops are a handy way of describing actions that repeat a certain numbers of times. In this lesson, students will practice converting sets of actions into a single loop.",Unplugged,Pre-reader+,/images/tutorials/new/getting_loopy.png,2016-tutorial,,English only,en,getloopy,"all,pre,2-5,6-8,9+",Pre-reader+,beginner,beginner,lesson-plan,cs-only,"no-computers,no-internet",Unplugged ,Unplugged,1hour,other,Language independent,,
970,970,970,970,970,970,999,tickle_parrot,Parrot Wonder,Tickle,https://docs.google.com/document/d/1Gd2xo0UHvQf4uSoV0-o5gveit6IsJaWdjX0adxhe--k/edit,"With Tickle, an user-friendly coding app, you can easily program Parrot Drone to swim in a number of ways by simply dragging and dropping coding blocks to create a command for it to follow.","What you can achieve
Parrot drone, compatible with the Tickle app, is well-known for their excellent flying performance. Using Tickle app, you can make them fly in innovative ways and perform fabulous air shows. At the same time, you can learn programming concepts while while trying to reach the goal. 
(Devices needed: Rolling Spider/Airborne Night Airborne Cargo) 

Practice & Exercise 
- Program a drone to take off, flip multiple times, and land.
- Make a drone fly forward at a particular speed for a specified duration to a target, and then move  
backwards to the point where it started.
- Program a Parrot Drone to fly along a square and a triangular route, by turning to specific heading  
angles and flying.
- Use the motion sensors on your device and program routes to pilot a drone. For example, program  
the drone to fly right when your device is tilted right, fly forward when being tilted likewise.   When you shake your device, the drone can then perform a flip in mid air!
 
What you can learn
- Become familiar with visual programming.
- Learn the coding concept ""loop"": a control statement for specifying iteration which allows code to  
be run repeatedly.
- Learn two related physics concepts: 1) Linear relationship between speed, time, and distance; 2)
Velocity, a vector describing speed value with a direction.
- Understand heading angles (0 to 360 degrees).
- Learn about the geometry concept ""exterior angles.""
- Understand the programming concept of ""event-driven programming.""",2016-tutorial,Grades 2+,/images/tutorials/new/tickle.png,"2016-tutorial,do-not-show",,"Chinese (Traditional), Danish, English, French, Japanese","zh-CN,da,en,fr,ja",ticklep,"all,do-not-show",do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,do-not-show,
960,960,960,960,960,960,151,bomberbot,Bomberbot Fun and Easy Coding Activities,Bomberbot,http://www.bomberbot.com/hour-of-code-2016,Teach your students (ages 7 and up) programming in a fun and easy way. No prior programming knowledge or experience needed!,"With these 3 one-hour coding activities, you don't need any programming knowledge or experience to teach your students about programming! You can teach programming in a fun and easy way. Go over the activities and download our lesson materials including presentation slides, unplugged materials, and solutions guides and you will find yourself ready to teach your first lesson in 20 - 40 minutes! 

Our activities include both offline and online exercises to teach your students (ages 7 and up) about programming and fundamental programming concepts like for loops and algorithms. Students will apply their knowledge and skills in the Bomberbot online game, where they will program their robot to solve logic-based puzzles in the most efficient way. ","Lesson plan, Web based",Grades 2+,/images/tutorials/new/bomberbot.png,2015-tutorial,,"Dutch, Suomi, English","nl,fi,en",bbot,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,cs-only,computers,All modern browsers,,1hour-follow,other,Visual programming language,,
960,960,960,960,960,960,163,big_event,The Big Event,Code.org,https://studio.code.org/s/course1/stage/15/puzzle/1,"Students are introduced to the programming concept of ""events,"" which are actions that a computer constantly monitors for.",Events are a great way to add variety to a pre-written algorithm. Sometimes you want your program to be able to respond to the user exactly when the user wants it to. That is what events are for.,Unplugged,Pre-reader+,/images/tutorials/new/big_event.png,2016-tutorial,,English only,en,bigevent,"all,pre,2-5,6-8,9+",Pre-reader+,beginner,beginner,lesson-plan,cs-only,"no-computers,no-internet",Unplugged ,Unplugged,1hour,other,Language independent,,
960,960,960,960,960,960,171,graph_paper_programming,Graph Paper Programming,Code.org,https://studio.code.org/s/course2/stage/1/puzzle/1,Students write an algorithm (a set of instructions) using a set of predefined commands to direct their classmates to reproduce a drawing.,"By ""programming"" one another to draw pictures, students will begin to understand what programming is really about. The activity will begin by having students instruct each other to color squares in on graph paper in an effort to reproduce an existing picture.",Unplugged,Grades 2+,/images/tutorials/new/graph_paper_programming.png,2016-tutorial,,English only,en,gpp,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,cs-only,"no-computers,no-internet",Unplugged ,Unplugged,1hour,other,Language independent,,
955,955,955,955,955,955,161,games_scratch,Programming Games in Scratch,Programming Basics,http://www.programmingbasics.org/scratchgameshour,Learn how to program games in Scratch,"Kids love playing games on their phones and on computers. But how are they programmed? This activity introduces students to the Scratch programming language and then shows them how to program different styles of games. All the necessary art for the games are provided, and students have to work out how to connect everything together to make a functioning game.",2016-tutorial,Grades 6+,/images/tutorials/new/games_scratch.png,2016-tutorial,,English only,en,scratchg,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,art,computers,All modern browsers,,1hour-follow,other,Language independent,,
950,950,950,950,950,950,107,scratchjr_sunset,ScratchJr: Can I Make the Sun Set?,"DevTech Research Group, Tufts University",https://code.org/files/scratchjr_sunset.pdf,Use the ScratchJr programming app to make a program in which the sun sets over a city landscape.,"""Can I Make the Sun Set?"" is an introductory activity meant for children in kindergarten through second grade with little to no programming experience to learn the basic features of ScratchJr and the elementary concepts of coding. Through this activity and continued time with ScratchJr, students will have the opportunity to think creatively, become storytellers, and improve upon mathematical reasoning and sequencing skills. Later, children can use the skills they have learned to create their own unique projects.",Lesson plan,Pre-reader - Grade 5,/images/tutorials/resubmission/scratchjr_sunset.png,2015-tutorial,https://www.scratchjr.org/hoc.html,English only,en,sjsunset,"all,pre,2-5",Pre-reader - Grade 5,beginner,beginner,lesson-plan,"art,math",ios,iPad app,iPad app,1hour,blocks,Blocks,,
950,950,950,950,950,950,150,thinkersmith,My Robotic Friends,Thinkersmith,http://csedweek.org/unplugged/thinkersmith,Unplugged tutorial for a group with no devices,"Using a pre-defined ""Robot Vocabulary"" students will figure out how to guide each other to accomplish specific tasks without discussing them first. This lesson teaches children the connection between symbols and actions, as well as the invaluable skill of debugging. ""My Robotic Friends"" works best as a group activity and includes a teacher workbook for classroom use.",Unplugged.,All ages,/images/roboticfriends.jpg,"Unplugged,IE8",,"English, Spanish","en,es",roboticfriends,"all,pre,2-5,6-8,9+",All ages,beginner,beginner,lesson-plan,cs-only,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
