school_name,school_code
Lake Travis High School,440311
Saint Michael's Catholic Academy,440313
Brentwood Christian School,440318
Stephen F Austin High School,440320
Westwood High School,440326
James Bowie High School,440331
Hill Country Christian School,440336
NYOS Charter School,440347
Akins High School,440349
KIPP Austin Collegiate,440364
Veritas Academy,440367
Ann Richards School for Young Women Leaders,440382
IDEA Montopolis College Preparatory,440393
Bandera High School,440410
IDEA North Mission College Preparatory,440428
KIPP Connect Houston High School,440429
Grand Oaks High School,440431
Dr Archie L Blanson Career And Technical Educ Hs,440435
Beaumont United High School,440436
KIPP Somos Collegiate High School,440446
Avalos Pathways In Technology Early College High School,440448
Legacy Christian Academy,440501
"University of Texas - University Charter School, SJRC Texas",440506
KIPP Oak Cliff Academy,440514
Jordan High School,440553
Bellaire Senior High School,440557
Rock Hill High School,440567
Lake Belton High School,440572
Belton High School,440580
Young Mens Leadership Academy,440617
Brackett High School,440805
Brenham High School,440835
Veterans Memorial High School,440903
Idea Frontier College Preparatory,440906
Gladys Porter Early College High School,440911
James Pace High School,440912
Rivera Early College High School,440914
Saint Joseph Academy,440915
James Earl Rudder High School,440959
Burkburnett High School,441000
Burnet High School,441025
Calallen High School,441045
Northwest Early College High School,441112
Harmony Science Academy - Carrollton,441134
Creekview High School,441144
Medina Valley High School,441155
Cedar Creek High School,441168
Cedar Park High School,441174
Vista Ridge High School,441176
Channelview High School,441217
Cleburne High School,441335
IM Terrell Academy For Stem And Vpa,441356
Clint ISD Early College Academy,441361
Coldspring-Oakhurst High School,441380
Colleyville Heritage High School,441408
Faith Christian School,441411
Caney Creek High School,441463
The Woodlands High School,441471
Oak Ridge High School,441473
Coppell High School,441485
Richard King High School,441509
Cuero High School,441660
Cushing High School,441680
Cypress Community Christian School,441686
Cypress Ranch High School,441689
Cy-Fair Senior High School,441690
Bryan Adams High School,441723
David W Carter High School,441729
Franklin D Roosevelt High School,441730
Greenhill School,441735
H Grady Spruce High School,441738
Hillcrest High School,441745
Justin F Kimball High School,441757
Lincoln High School Humanities/Communications,441760
North Dallas High School,441775
Dr Wright L Lassiter Junior Early College High School,441778
Moises E Molina High School,441791
Saint Mark's School of Texas,441805
Skyline High School,441812
Townview Magnet Hs-Talent And Gift,441814
South Oak Cliff High School,441815
Sunset High School,441820
Thomas Jefferson High School,441822
Ursuline Academy,441825
W T White High School,441828
W H Adamson High School,441830
Woodrow Wilson High School,441835
Harmony Science Academy - Dallas,441844
Irma Lerma Rangel Young Women's Leadership School,441853
Emmett J Conrad High School,441854
Deer Park High Sch-S Campus,441875
Harmony School of Excellence - Dallas,441879
Harmony School Of Innovation Dallas,441886
Liberty Christian School,441953
Canterbury Collegiate Academy,441962
Desoto High School,441967
IDEA Donna College Preparatory,442047
Duncanville High School,442085
Eagle Pass High School,442100
C C Winn High School,442101
Edinburg North High School,442148
Elgin High School,442185
Harmony Science Academy - El Paso,442192
Americas High School,442194
Captain John L Chapin High School,442208
Eastwood High School,442217
Montwood High School,442241
Socorro High School,442247
Eastlake High School,442277
Pebble Hill High School,442279
Trinity High School,442322
Parish Episcopal School,442368
IDEA Brackenridge College Prep,442406
Heritage High School,442488
All Saints Episcopal School,442498
Arlington Heights High School,442505
Castleberry High School,442512
Fort Worth Christian School,442517
North Crowley High School,442537
Richland High School,442558
Robert L Paschal High School,442560
Southwest Christian School,442562
Harmony School Innovation-Ft Wrth,442591
Chisholm Trail High School,442594
Wakeland High School,442602
Brazosport High School,442610
Brazoswood High School,442612
International Leadership of Texas Keller High School,442615
Young Mens Leadership Academy,442617
Clear Brook High School,442624
Independence High School,442626
Rick Reedy High School,442627
Centennial High School,442633
Frisco High School,442635
Lone Star High School,442638
Ball High School,442690
Lakeview Centennial High School,442730
Garland High School,442731
North Garland High School,442732
South Garland High School,442733
Naaman Forest High School,442736
International Leadership Of Texas - Garland High School,442741
Georgetown High School,442770
East View High School,442776
Gonzales High School,442880
South Grand Prairie High School,442932
Grand Prairie Collegiate Institute,442941
Carroll Senior High School,442963
Grapevine Senior High School,442965
Pine Tree High School,442985
Harlingen High School South,443124
Harlingen High School,443125
Sandra Day O'Connor High School,443199
Harmony School of Ingenuity-Houston,443294
Cypress Woods High School,443302
Cypress Springs High School,443317
Aldine Senior High School,443335
Cypress Falls High School,443346
C E King High School,443355
Cypress Creek High School,443358
Eisenhower High School,443359
Charles H Milby High School,443360
Clear Lake High School,443361
Kerr High School,443372
J Frank Dobie High School,443374
Jack Yates High School,443375
Northside High School,443380
Strake Jesuit College Preparatory,443383
Klein Forest High School,443394
Lutheran South Academy,443395
Mirabeau B Lamar Senior High School,443405
Houston Christian High School,443409
Northland Christian School,443414
Ross Shaw Sterling Aviation High School,443419
Saint Agnes Academy,443420
Langham Creek High School,443424
Mayde Creek High School,443426
Saint Thomas High School,443435
Second Baptist School,443439
Stephen F Austin High School,443450
Westbury Senior High School,443454
Westbury Christian High School,443459
Robert M Beren Academy,443460
Lawrence D Bell High School,443502
Cinco Ranch High School,443509
Hutto High School,443510
Eastwood Academy,443511
Ingram Tom Moore High School,443527
Cesar E Chavez High School,443528
George Bush High School,443531
Cypress Ridge High School,443535
Emery Weiner School,443539
Carnegie Vanguard High School,443541
Harmony Science Academy-Houston High,443546
Jack E Singley Academy,443553
MacArthur High School,443562
Challenge Early College High School,443575
Atascocita High School,443583
Houston Academy International Studies,443597
Harmony School of Advancement-Houston,443598
Sharpstown International School,443613
Young Womens College Preparatory Academy,443637
Mickey Leland College Preparatory Academy for Young Men,443638
Harmony School of Discovery - Houston,443641
KIPP Generations High School,443642
Benjamin O Davis High School,443644
Dr Kirk Lewis Career and Technical High School,443662
Joshua High School,443700
Northwest High School,443715
Harmony School of Innovation Katy,443724
Obra D Tompkins High School,443726
Katy High School,443735
James E Taylor High School,443736
Morton Ranch High School,443739
St John Xxiii Preparatory High School,443742
Cypress Lakes High School,443747
Energy Institute High School,443760
Kennedale High School,443787
Kingwood High School,443863
Palmview High School,443940
La Joya High School,443960
Lancaster High School,444010
Juarez-Lincoln High School,444020
La Porte High School,444025
J B Alexander High School,444042
United High School,444058
IDEA Riverview College Preparatory,444062
Clear Falls High School,444080
Clear Springs High School,444082
Clear Creek High School,444087
Leander High School,444095
Rouse High School,444097
Trinity School of Texas,444286
Monterey High School,444350
Lubbock High School,444360
Lufkin High School,444385
Magnolia High School,444425
Manor New Technology High School,444458
Manvel High School,444463
McAllen Memorial High School,444596
IDEA McAllen College Preparatory,444604
McGregor High School,444620
McKinney Christian Academy,444631
McKinney North High School,444632
McKinney Boyd High School,444633
Science Academy of South Texas,444682
Irion County High School,444705
Mesquite High School,444710
Dr John D Horn High School,444711
North Mesquite High School,444712
Dr Ralph H Poteet High School,444713
West Mesquite High School,444714
Orion High School,444731
Robert E Lee High School,444743
KIPP University Prep High School,444798
IDEA Mission College Preparatory,444833
Ridge Point High School,444836
Mission Collegiate High School,444839
Thurgood Marshall High School,444841
Barbers Hill High School,444860
Mcmillen High School,444900
Brooks Academy of Science and Engineering,444919
Nacogdoches High School,444980
Memorial Early College High School with Saint Phillips College,445052
Canyon High School,445053
New Braunfels Senior High School,445055
Harmony School of Endeavor Austin,445129
Olney High School,445225
Palacios High School,445305
Sam Rayburn High School,445373
Pasadena High School,445375
Pearland High School,445410
Turner College-Career High School,445412
Glenda Dawson High School,445414
Pflugerville High School,445500
Idea Academy-Pharr,445509
Shepton High School,445561
Clark High School,445566
Vines High School,445567
Williams High School,445568
Plano East Senior High School,445569
Jasper High School,445572
John Paul II High School,445578
Liberty High School,445579
Port Aransas High School,445597
Port Isabel High School,445625
Princeton High School,445710
Prosper High School,445715
Pasadena Memorial High School,445773
Red Oak High School,445805
Rice High School,445832
Richardson High School,445840
Lloyd V Berkner High School,445841
Foster High School,445856
Stephen F Austin High School,445860
George Ranch High School,445862
Ben Franklin Terry High School,445997
Lamar Consolidated High School,446000
Rowlett High School,446017
Round Rock High School,446025
Cedar Ridge High School,446027
Stony Point High School,446037
Sachse High School,446082
W E Boswell High School,446084
Saginaw High School,446087
Byron P Steele II High School,446088
Salado High School,446090
Johnson High School,446093
Central High School,446115
Northside School Innovation Technical,446119
Alamo Heights High School,446120
Christian School at Castle Hills,446129
East Central High School,446135
International School Of Americas,446144
Health Careers High School,446148
Highlands High School,446151
James Madison High School,446154
John Jay High School,446156
Virginia Allred Stacey Junior-Senior High School,446161
Luther Burbank High School,446165
McCollum High School,446170
John Marshall High School,446175
Lutheran High School of San Antonio,446180
LEE High School,446203
Ronald Reagan High School,446207
Sam Houston High School,446235
William J Brennan High School,446239
Sidney Lanier High School,446245
Brandeis High School,446254
Theodore Roosevelt High School,446258
Thomas A Edison High School,446260
School of Science and Technology-San Antonio,446263
Thomas Jefferson High School,446265
William Howard Taft High School,446271
Winston Churchill High School,446273
Karen Wagner High School,446277
BASIS San Antonio Shavano Campus,446283
IDEA Carver College Preparatory,446286
San Benito High School,446290
IDEA San Juan College Preparatory,446314
San Marcos High School,446325
Samuel Clemens High School,446365
Seguin High School,446430
Smithville High School,446600
South Houston High School,446652
Klein High School,446690
Klein Oak High School,446691
Frassati Catholic High School,446701
Willowridge High School,446712
Elkins High School,446782
I H Kempner High School,446783
William P Clements High School,446784
Dulles High School,446785
Fort Bend Christian Academy-Hs,446786
Hightower High School,446788
Harmony School of Innovation - Sugar Land,446789
Texas High School,446970
Tornillo High School,447050
Tyler Legacy High School,447138
Venus High School,447225
Victoria West High School,447268
Midway High School,447290
Weslaco High School,447440
Weslaco East High School,447441
IDEA Weslaco College Prep,447480
IDEA Edinburg College Preparatory,447481
Whitehouse High School,447517
The Woodlands College Park High School,447642
Woodlands Christian Academy,447644
Wylie High School,447675
Wylie East High School,447699
Rodeo Palms Junior High School,449107
Wayne High School,450015
Green Canyon High School,450017
Farmington High School,450028
Cedar Valley High School,450076
Providence Hall Charter School,450124
Herriman High School,450126
Layton High School,450163
Cyprus High School,450175
Murray High School,450235
Utah Military Academy,450338
Freedom Preparatory Academy,450339
Pine View High School,450354
Ames Academy For Mathematics Engineering And Scien,450360
Olympus High School,450380
Rowland Hall,450385
West High School,450400
Beehive Science and Technology Academy,450401
Alta High School,450402
Merit College Preparatory Academy,450426
Itineris Early College High School,450452
North Layton Junior High School,459021
North Davis Junior High School,459029
Rice Memorial High School,460078
Enosburg Falls High School,460130
Mount Mansfield Union High School,460205
St Johnsbury Academy,460395
Vermont Academy,460405
South Burlington High School,460413
Charles J Colgan Sr High School,470002
BASIS Independent McLean,470006
Bishop Ireton High School,470019
Mount Vernon High School,470030
CodeRVA Regional High School,470036
Arlington Career Center,470073
Washington Liberty High School,470125
Yorktown High School,470130
Blacksburg High School,470225
Dayspring Christian Academy,470227
Lake Braddock Secondary School,470353
Fluvanna County High School,470390
Chantilly High School,470402
Westfield High School,470406
Albemarle High School,470420
Charlottesville High School,470423
St Anne's-Belfield School,470435
Tandem Friends School,470437
Thomas Dale High School,470485
Lloyd C Bird High School,470486
Cosby High School,470503
Buffalo Gap High School,470533
Colonial Heights High School,470578
Turner Ashby High School,470677
Virtual Virginia,470700
Mechanicsville High School,470765
Fairfax Christian School,470786
George Mason High School,470795
Trinity Christian School,470805
Jefferson Forest High School,470853
Chancellor High School,470879
Fredericksburg Academy,470882
Deep Run High School,470952
Glen Allen High School,470956
Goochland High School,470965
Harrisonburg High School,471035
Herndon High School,471065
K12 Private Academy,471067
Highland Springs High School,471070
Wakefield School,471117
Nelson County High School,471260
Princess Anne High School,471315
Madison County High School,471325
Osbourn Park Senior High School,471345
Marion Senior High School,471355
McLean High School,471395
Atlee High School,471415
Foxcroft School,471425
James River High School,471428
Millwood School,471431
Denbigh High School,471532
Heritage High School,471542
Menchville High School,471546
Peninsula Catholic High School,471550
Warwick High School,471553
Kettle Run High School,471561
Booker T Washington High School,471570
Norfolk Collegiate School,471573
Granby High School,471585
Lake Taylor High School,471598
Maury High School,471600
Norfolk Christian Upper School,471618
Norview High School,471620
Flint Hill School,471648
Orange County High School,471660
Appomattox Regional Governor's School Arts And Technology,471716
Matoaca High School,471720
Benedictine College Preparatory,471840
Collegiate School,471845
Douglas S Freeman High School,471850
Maggie L Walker Governor's School for Government and International Studies,471851
George Wythe High School,471853
Henrico High School,471854
Hermitage High School,471855
Franklin Military Academy,471861
John Randolph Tucker High School,471863
Manchester High School,471870
Mills Godwin High School,471872
Meadowbrook High School,471877
Open High School,471878
Richmond Community High School,471879
Richmond Academy of Seventh Day Adventists,471880
Saint Catherine's School,471885
Saint Christopher's School,471890
Saint Gertrude High School,471895
Varina High School,471910
North Cross School,471941
Rockbridge County High School,471970
Spotsylvania High School,472130
Massaponax High School,472131
John R Lewis High School,472137
Brooke Point High School,472142
North Stafford High School,472143
Colonial Forge High School,472144
William Monroe High School,472145
Mountain View High School,472147
Staunton High School,472160
Lakeland High School,472208
Nansemond River High School,472211
Landstown High School,472273
James Madison High School,472278
Oakton High School,472279
Frank W Cox High School,472289
Green Run High School,472296
Fauquier High School,472305
Salem High School,472306
Ocean Lakes High School,472308
Liberty High School,472310
Lafayette High School,472405
Woodbridge Senior High School,472463
Grafton High School,472504
Summit Public Schools-Sierra,480008
North Creek High School,480013
Skagit Academy,480027
Arlington High School,480035
Asotin High School,480040
Auburn Mountainview High School,480044
Auburn High School,480055
Cam Academy,480056
Thomas Jefferson High School,480058
Eastside Catholic High School,480067
International School,480068
Newport High School,480071
Bothell High School,480100
Bremerton High School,480103
Bridgeport High School,480115
Hockinson High School,480118
White River High School,480125
Burlington-Edison High School,480130
Union High School,480139
Cashmere High School,480155
Wahkiakum High School,480165
Cheney High School,480185
Chimacum High School,480195
Colville High School,480235
Davenport Junior-Senior High School,480290
Orcas Island High School,480320
Mountlake Terrace High School,480343
Ellensburg High School,480350
Cascade Senior High School,480383
Everett High School,480385
Mariner High School,480387
Todd Beamer High School,480401
Friday Harbor High School,480410
Peninsula High School,480420
Graham-Kapowsin High School,480442
Issaquah High School,480500
Liberty High School,480502
Southridge High School,480531
Lake Washington High School,480545
Eastlake High School,480548
La Center High School,480565
Timberline High School,480572
River Ridge High School,480574
Lakes High School,480588
Lynden High School,480647
Tahoma Senior High School,480665
Mead Senior High School,480685
Medical Lake High School,480690
West Valley High School,480710
Henry M Jackson High School,480711
Kamiak High School,480758
Newport High School,480795
Mount Si High School,480797
Gov John Rogers Senior High School,480938
Puyallup High School,480940
Pierce County Skill Center,480946
WANIC Skill Center,480971
Tesla Stem High School,480976
Charles A Lindbergh High School,480985
Hazen High School,480987
Royal High School,481033
Bishop Blanchet High School,481050
Cleveland Stem High School,481055
Franklin High School,481080
Highline High School,481090
Nathan Hale High School,481128
Evergreen High School,481141
Shoreline Christian High School,481164
Shorewood High School,481166
Sequim High School,481185
Glacier Peak High School,481211
Emerald Ridge High School,481222
Bethel High School,481225
Spanaway Lake High School,481227
Dishman Hills High School,481236
Lewis and Clark High School,481265
North Central High School,481275
Spokane Valley Tech,481291
University High School,481297
Steilacoom Senior High School,481325
Sunnyside Senior High School,481350
Fife High School,481375
Curtis Senior High School,481382
Lincoln High School,481385
Tacoma Science and Math Institute,481391
Oakland High School,481392
Tacoma Baptist School,481398
Touchet High School,481435
Tumwater High School,481443
Evergreen High School,481465
Seton Catholic College Preparatory High School,481471
Mountain View High School,481477
Washington School For The Blind,481482
Central Valley High School,481483
Skyview High School,481489
Wapato High School,481505
Washougal High School,481515
Waterville High School,481525
Bainbridge High School,481580
Cabell-Midland High School,490045
Riverside High School,490086
George Washington High School,490217
Washington High School,490229
Notre Dame High School,490265
Robert C Byrd High School,490275
Pocahontas County High School,490327
Elkins High School,490360
East Fairmont High School,490385
North Marion High School,490400
Lincoln County High School,490527
Hurricane High School,490615
Keyser High School,490660
South Harrison High School,490730
Scott High School,490745
Martinsburg High School,490770
East Hardy High School,490800
Moorefield High School,490855
Morgantown High School,490875
University High School,490880
Parkersburg High School,490985
Parkersburg South High School,490987
Frankfort High School,491100
Sissonville High School,491195
Tyler Consolidated High School,491200
Lewis County High School,491380
Linsly School,491410
Jedi Virtual School,500024
Amery High School,500045
Fox Valley Lutheran High School,500062
Xavier High School,500063
Baraboo High School,500140
Brookfield Central High School,500282
Brookfield Academy,500283
Southern Door High School,500295
Cedarburg High School,500370
Cuba City High School,500470
De Forest Area High School,500500
Saint Johns Northwest Military Academy,500505
Edgerton Senior High School,500585
Elkhorn Area High School,500600
Fennimore Middle High School,500650
Germantown High School,500723
Grafton Senior High School,500770
Bay Port High School,500787
East High School,500790
Preble High School,500795
Southwest High School,500813
Greendale Senior High School,500820
Martin Luther High School,500823
Whitnall High School,500838
Hartford Union High School,500850
University Lake School,500857
Hortonville High School,500915
Parker High School,500953
Joseph A Craig High School,500955
Johnson Creek High School,500970
Kaukauna Senior High School,500990
Tremper High School,500998
Indian Trail High School And Academy,501006
Badger High School,501065
Lodi High School,501115
East High School,501150
West High School,501165
Marshfield High School,501230
Menomonee Falls High School,501285
Merrill Senior High School,501308
Middleton High School,501320
Greenfield High School,501359
University School of Milwaukee,501390
Hmong American Peace Academy,501415
Saint Thomas More High School,501418
Pius XI High School,501420
Washington High School of Information Technology,501459
Cristo Rey Jesuit High School Milwaukee,501471
Whitefish Bay High School,501505
Wisconsin Lutheran High School,501510
Monroe High School,501545
Mukwonago High School,501590
Neenah High School,501615
New Berlin Eisenhower Middle High School,501631
New Berlin West Middle High School,501632
New Glarus High School,501635
New London High School,501650
Oconomowoc High School,501680
Oostburg High School,501710
Oregon High School,501715
Pewaukee High School,501785
Lakeview Technology Academy,501822
Port Washington High School,501845
Potosi High School,501855
Prairie Du Chien Senior High School,501875
Sauk Prairie High School,501885
"Prairie School, Incorporated",501918
Walden III Middle and High School,501919
Saint Catherine's High School,501920
Rio High School,501990
Laconia High School,502015
Westosha Central High School,502040
Oak Creek High School,502152
South Milwaukee High School,502153
Homestead High School,502269
Tomah High School,502285
Union Grove High School,502320
Verona Area High School,502330
High School of Health Sciences,502350
Kettle Moraine High School,502352
Watertown High School,502380
Catholic Memorial High School,502385
E-Achieve Academy,502388
Waukesha South High School,502390
Wauwatosa East High School,502430
Wauwatosa West High School,502433
Whitehall Memorial Middle High School,502510
Wrightstown High School,502595
Kelly Walsh High School,510058
Natrona County High School,510060
Tongue River High School,510100
Evanston High School,510135
Jackson-Hole High School,510210
Lyman High School,510270
Sheridan High School,510395
Sims Academy of Innovation and Technology,991115
Canyons Technical Education Center,994504
