Year,Day,Month,AverageTemperature,AverageTemperatureUncertainty,Country
1996,1,12,5.793,0.369,Albania
1997,1,1,5.583,0.418,Albania
1997,1,2,5.725,0.263,Albania
1997,1,3,7.616,0.181,Albania
1997,1,4,7.618,0.267,Albania
1997,1,5,17.176,0.301,Albania
1997,1,6,21.44,0.31,Albania
1997,1,7,22.526,0.488,Albania
1997,1,8,21.26,0.264,Albania
1997,1,9,18.592,0.328,Albania
1997,1,10,11.885,0.298,Albania
1997,1,11,9.673,0.428,Albania
1997,1,12,5.717,0.401,Albania
1998,1,1,5.45,0.336,Albania
1998,1,2,6.881,0.457,Albania
1998,1,3,5.96,0.174,Albania
1998,1,4,12.58,0.331,Albania
1998,1,5,15.893,0.159,Albania
1998,1,6,21.476,0.312,Albania
1998,1,7,23.959,0.315,Albania
1998,1,8,24.343,0.253,Albania
1998,1,9,18.242,0.252,Albania
1998,1,10,14.378,0.257,Albania
1998,1,11,7.923,0.348,Albania
1998,1,12,2.65,0.52,Albania
1999,1,1,4.094,0.451,Albania
1999,1,2,3.446,0.278,Albania
1999,1,3,8.141,0.153,Albania
1999,1,4,12.089,0.393,Albania
1999,1,5,17.528,0.254,Albania
1999,1,6,21.217,0.348,Albania
1999,1,7,23.061,0.415,Albania
1999,1,8,23.677,0.349,Albania
1999,1,9,19.755,0.339,Albania
1999,1,10,15.008,0.266,Albania
1999,1,11,9.374,0.122,Albania
1999,1,12,6.455,0.294,Albania
2000,1,1,0.397,0.578,Albania
2000,1,2,4.705,0.478,Albania
2000,1,3,7.358,0.255,Albania
2000,1,4,13.506,0.235,Albania
2000,1,5,18.077,0.201,Albania
2000,1,6,21.736,0.367,Albania
2000,1,7,23.569,0.513,Albania
2000,1,8,23.991,0.422,Albania
2000,1,9,18.981,0.27,Albania
2000,1,10,14.419,0.487,Albania
2000,1,11,11.894,0.285,Albania
2000,1,12,6.326,0.464,Albania
2001,1,1,6.042,0.538,Albania
2001,1,2,6.343,0.262,Albania
2001,1,3,11.743,0.474,Albania
2001,1,4,11.05,0.139,Albania
2001,1,5,17.309,0.263,Albania
2001,1,6,20.204,0.241,Albania
2001,1,7,23.892,0.261,Albania
2001,1,8,24.44,0.316,Albania
2001,1,9,18.677,0.331,Albania
2001,1,10,15.755,0.273,Albania
2001,1,11,8.375,0.381,Albania
2001,1,12,0.455,0.57,Albania
2002,1,1,2.11,0.661,Albania
2002,1,2,7.734,0.552,Albania
2002,1,3,9.964,0.336,Albania
2002,1,4,11.602,0.171,Albania
2002,1,5,17.001,0.196,Albania
2002,1,6,21.982,0.253,Albania
2002,1,7,23.753,0.307,Albania
2002,1,8,21.978,0.247,Albania
2002,1,9,17.186,0.251,Albania
2002,1,10,13.465,0.277,Albania
2002,1,11,10.299,0.131,Albania
2002,1,12,5.645,0.218,Albania
2003,1,1,5.405,0.387,Albania
2003,1,2,1.427,0.385,Albania
2003,1,3,7.091,0.255,Albania
2003,1,4,10.377,0.367,Albania
2003,1,5,18.944,0.304,Albania
2003,1,6,23.367,0.498,Albania
2003,1,7,24.478,0.271,Albania
2003,1,8,25.081,0.412,Albania
2003,1,9,18.161,0.271,Albania
2003,1,10,13.798,0.495,Albania
2003,1,11,10.492,0.17,Albania
2003,1,12,4.898,0.288,Albania
2004,1,1,2.719,0.525,Albania
2004,1,2,5.264,0.216,Albania
2004,1,3,8.187,0.253,Albania
2004,1,4,12.6,0.182,Albania
2004,1,5,14.722,0.169,Albania
2004,1,6,20.317,0.464,Albania
2004,1,7,23.177,0.209,Albania
2004,1,8,22.362,0.175,Albania
2004,1,9,18.877,0.321,Albania
2004,1,10,15.732,0.366,Albania
2004,1,11,8.708,0.191,Albania
2004,1,12,6.433,0.347,Albania
2005,1,1,3.446,0.348,Albania
2005,1,2,2.257,0.557,Albania
2005,1,3,7.271,0.245,Albania
2005,1,4,11.485,0.145,Albania
2005,1,5,17.294,0.21,Albania
2005,1,6,20.165,0.297,Albania
2005,1,7,23.338,0.222,Albania
2005,1,8,21.928,0.209,Albania
2005,1,9,19.071,0.109,Albania
2005,1,10,13.412,0.225,Albania
2005,1,11,8.167,0.187,Albania
2005,1,12,5.131,0.21,Albania
2006,1,1,1.822,0.434,Albania
2006,1,2,4.094,0.266,Albania
2006,1,3,7.838,0.213,Albania
2006,1,4,12.538,0.324,Albania
2006,1,5,16.826,0.423,Albania
2006,1,6,20.294,0.302,Albania
2006,1,7,23.107,0.213,Albania
2006,1,8,22.6,0.282,Albania
2006,1,9,19.095,0.184,Albania
2006,1,10,14.799,0.207,Albania
2006,1,11,7.687,0.423,Albania
2006,1,12,5.023,0.558,Albania
2007,1,1,6.015,0.354,Albania
2007,1,2,7.006,0.325,Albania
2007,1,3,9.614,0.249,Albania
2007,1,4,13.039,0.265,Albania
2007,1,5,17.666,0.258,Albania
2007,1,6,22.367,0.383,Albania
2007,1,7,25.074,0.351,Albania
2007,1,8,23.917,0.167,Albania
2007,1,9,17.567,0.295,Albania
2007,1,10,13.315,0.165,Albania
2007,1,11,7.548,0.185,Albania
2007,1,12,3.558,0.363,Albania
2008,1,1,4.415,0.639,Albania
2008,1,2,5.606,0.457,Albania
2008,1,3,9.378,0.277,Albania
2008,1,4,12.217,0.227,Albania
2008,1,5,17.116,0.197,Albania
2008,1,6,21.718,0.223,Albania
2008,1,7,23.732,0.206,Albania
2008,1,8,24.459,0.33,Albania
2008,1,9,18.021,0.164,Albania
2008,1,10,14.38,0.208,Albania
2008,1,11,10.35,0.133,Albania
2008,1,12,6.07,0.344,Albania
2009,1,1,4.664,0.401,Albania
2009,1,2,4.438,0.304,Albania
2009,1,3,7.586,0.187,Albania
2009,1,4,12.818,0.343,Albania
2009,1,5,18.102,0.266,Albania
2009,1,6,20.387,0.327,Albania
2009,1,7,23.729,0.445,Albania
2009,1,8,23.797,0.456,Albania
2009,1,9,19.666,0.361,Albania
2009,1,10,13.541,0.164,Albania
2009,1,11,9.881,0.468,Albania
2009,1,12,7.522,0.369,Albania
2010,1,1,4.472,0.221,Albania
2010,1,2,5.78,0.167,Albania
2010,1,3,8.354,0.263,Albania
2010,1,4,12.835,0.31,Albania
2010,1,5,16.716,0.401,Albania
2010,1,6,20.632,0.355,Albania
2010,1,7,23.52,0.481,Albania
2010,1,8,24.384,0.444,Albania
2010,1,9,18.526,0.21,Albania
2010,1,10,12.53,0.284,Albania
2010,1,11,11.852,0.304,Albania
2010,1,12,5.704,0.478,Albania
2011,1,1,3.788,0.543,Albania
2011,1,2,5.244,0.381,Albania
2011,1,3,8.21,0.198,Albania
2011,1,4,12.237,0.265,Albania
2011,1,5,16.123,0.264,Albania
2011,1,6,20.954,0.274,Albania
2011,1,7,23.45,0.423,Albania
2011,1,8,24.078,0.399,Albania
2011,1,9,21.819,0.322,Albania
2011,1,10,12.651,0.209,Albania
2011,1,11,7.455,0.405,Albania
2011,1,12,5.31,0.526,Albania
2012,1,1,1.687,0.84,Albania
2012,1,2,1.977,0.198,Albania
2012,1,3,9.135,0.216,Albania
2012,1,4,12.053,0.38,Albania
2012,1,5,16.316,0.437,Albania
2012,1,6,22.309,0.484,Albania
2012,1,7,25.474,0.693,Albania
2012,1,8,24.966,0.631,Albania
2012,1,9,20.454,0.755,Albania
2012,1,10,15.759,0.33,Albania
2012,1,11,11.269,0.41,Albania
2012,1,12,3.82,0.546,Albania
2013,1,1,4.412,0.563,Albania
2013,1,2,5.769,0.495,Albania
2013,1,3,8.423,0.32,Albania
2013,1,4,13.538,0.5,Albania
2013,1,5,18.355,0.52,Albania
2013,1,6,21.07,0.486,Albania
2013,1,7,23.591,0.544,Albania
2013,1,8,24.793,0.928,Albania
1995,1,1,10.828,0.299,Algeria
1995,1,2,15.365,0.573,Algeria
1995,1,3,18.348,0.286,Algeria
1995,1,4,21.881,0.218,Algeria
1995,1,5,29.082,0.321,Algeria
1995,1,6,32.133,0.403,Algeria
1995,1,7,34.121,0.384,Algeria
1995,1,8,34.443,0.33,Algeria
1995,1,9,30.432,0.231,Algeria
1995,1,10,24.312,0.234,Algeria
1995,1,11,18.689,0.222,Algeria
1995,1,12,15.036,0.332,Algeria
1996,1,1,14.843,0.603,Algeria
1996,1,2,14.926,0.329,Algeria
1996,1,3,19.184,0.248,Algeria
1996,1,4,23.2,0.499,Algeria
1996,1,5,28.035,0.403,Algeria
1996,1,6,31.019,0.329,Algeria
1996,1,7,33.976,0.31,Algeria
1996,1,8,34.243,0.578,Algeria
1996,1,9,29.897,0.612,Algeria
1996,1,10,23.385,0.219,Algeria
1996,1,11,17.796,0.288,Algeria
1996,1,12,14.308,0.438,Algeria
1997,1,1,14.117,0.39,Algeria
1997,1,2,15.504,0.261,Algeria
1997,1,3,17.874,0.336,Algeria
1997,1,4,22.252,0.206,Algeria
1997,1,5,28.201,0.345,Algeria
1997,1,6,33.314,0.354,Algeria
1997,1,7,34.896,0.331,Algeria
1997,1,8,33.455,0.388,Algeria
1997,1,9,30.352,0.33,Algeria
1997,1,10,24.816,0.574,Algeria
1997,1,11,18.786,0.436,Algeria
1997,1,12,13.895,0.286,Algeria
1998,1,1,13.23,0.265,Algeria
1998,1,2,15.867,0.607,Algeria
1998,1,3,18.227,0.271,Algeria
1998,1,4,24.861,0.259,Algeria
1998,1,5,27.368,0.404,Algeria
1998,1,6,32.526,0.52,Algeria
1998,1,7,35.058,0.306,Algeria
1998,1,8,34.349,0.319,Algeria
1998,1,9,31.763,0.219,Algeria
1998,1,10,24.055,0.286,Algeria
1998,1,11,17.431,0.381,Algeria
1998,1,12,12.312,0.21,Algeria
1999,1,1,12.187,0.295,Algeria
1999,1,2,12.946,0.372,Algeria
1999,1,3,19.304,0.265,Algeria
1999,1,4,24.834,0.324,Algeria
1999,1,5,30.143,0.48,Algeria
1999,1,6,33.75,0.597,Algeria
1999,1,7,35.178,0.435,Algeria
1999,1,8,34.934,0.326,Algeria
1999,1,9,31.711,0.371,Algeria
1999,1,10,26.29,0.203,Algeria
1999,1,11,17.779,0.266,Algeria
1999,1,12,12.537,0.208,Algeria
2000,1,1,11.26,0.286,Algeria
2000,1,2,14.386,0.284,Algeria
2000,1,3,20.236,0.451,Algeria
2000,1,4,25.017,0.347,Algeria
2000,1,5,29.425,0.339,Algeria
2000,1,6,32.172,0.364,Algeria
2000,1,7,34.933,0.344,Algeria
2000,1,8,33.748,0.236,Algeria
2000,1,9,30.635,0.225,Algeria
2000,1,10,23.424,0.382,Algeria
2000,1,11,18.709,0.299,Algeria
2000,1,12,14.442,0.239,Algeria
2001,1,1,13.127,0.301,Algeria
2001,1,2,14.525,0.401,Algeria
2001,1,3,22.359,0.322,Algeria
2001,1,4,23.731,0.744,Algeria
2001,1,5,28.24,0.479,Algeria
2001,1,6,33.403,0.407,Algeria
2001,1,7,35.498,0.31,Algeria
2001,1,8,34.15,0.52,Algeria
2001,1,9,31.881,0.478,Algeria
2001,1,10,26.917,0.309,Algeria
2001,1,11,18.681,0.323,Algeria
2001,1,12,14.181,0.335,Algeria
2002,1,1,12.269,0.352,Algeria
2002,1,2,15.554,0.378,Algeria
2002,1,3,20.129,0.274,Algeria
2002,1,4,23.215,0.327,Algeria
2002,1,5,28.406,0.586,Algeria
2002,1,6,32.628,0.315,Algeria
2002,1,7,35.43,0.361,Algeria
2002,1,8,34.32,0.674,Algeria
2002,1,9,31.228,0.304,Algeria
2002,1,10,24.482,0.371,Algeria
2002,1,11,18.444,0.3,Algeria
2002,1,12,15.051,0.339,Algeria
2003,1,1,12.737,0.426,Algeria
2003,1,2,14.385,0.365,Algeria
2003,1,3,19.599,0.352,Algeria
2003,1,4,24.085,0.342,Algeria
2003,1,5,29.116,0.396,Algeria
2003,1,6,33.07,0.561,Algeria
2003,1,7,35.829,0.4,Algeria
2003,1,8,34.038,0.263,Algeria
2003,1,9,31.135,0.52,Algeria
2003,1,10,26.638,0.441,Algeria
2003,1,11,18.76,0.281,Algeria
2003,1,12,13.332,0.382,Algeria
2004,1,1,13.008,0.326,Algeria
2004,1,2,16.674,0.251,Algeria
2004,1,3,19.649,0.21,Algeria
2004,1,4,23.332,0.602,Algeria
2004,1,5,26.333,0.383,Algeria
2004,1,6,32.359,0.452,Algeria
2004,1,7,33.934,0.689,Algeria
2004,1,8,34.532,0.553,Algeria
2004,1,9,29.782,0.489,Algeria
2004,1,10,26.374,0.539,Algeria
2004,1,11,17.278,0.278,Algeria
2004,1,12,13.737,0.273,Algeria
2005,1,1,10.748,0.272,Algeria
2005,1,2,13.5,0.365,Algeria
2005,1,3,20.446,0.485,Algeria
2005,1,4,24.624,0.395,Algeria
2005,1,5,30.515,0.382,Algeria
2005,1,6,32.3,0.465,Algeria
2005,1,7,35.702,0.332,Algeria
2005,1,8,34.174,0.513,Algeria
2005,1,9,30.38,0.587,Algeria
2005,1,10,26.046,0.39,Algeria
2005,1,11,19.029,0.397,Algeria
2005,1,12,13.207,0.405,Algeria
2006,1,1,11.374,0.324,Algeria
2006,1,2,14.421,0.388,Algeria
2006,1,3,20.245,0.239,Algeria
2006,1,4,25.776,0.368,Algeria
2006,1,5,29.632,0.45,Algeria
2006,1,6,32.725,0.348,Algeria
2006,1,7,34.584,0.502,Algeria
2006,1,8,34.113,0.487,Algeria
2006,1,9,29.824,0.334,Algeria
2006,1,10,25.729,0.25,Algeria
2006,1,11,18.752,0.407,Algeria
2006,1,12,13.235,0.348,Algeria
2007,1,1,13.636,0.437,Algeria
2007,1,2,16.853,0.297,Algeria
2007,1,3,18.295,0.279,Algeria
2007,1,4,23.462,0.269,Algeria
2007,1,5,28.139,0.225,Algeria
2007,1,6,32.869,0.33,Algeria
2007,1,7,34.341,0.483,Algeria
2007,1,8,33.863,0.562,Algeria
2007,1,9,31.036,0.718,Algeria
2007,1,10,25.148,0.217,Algeria
2007,1,11,18.105,0.302,Algeria
2007,1,12,13.037,0.383,Algeria
2008,1,1,11.936,0.24,Algeria
2008,1,2,15.584,0.309,Algeria
2008,1,3,19.943,0.276,Algeria
2008,1,4,24.425,0.255,Algeria
2008,1,5,28.591,0.216,Algeria
2008,1,6,32.597,0.41,Algeria
2008,1,7,35.102,0.488,Algeria
2008,1,8,34.086,0.241,Algeria
2008,1,9,31.175,0.703,Algeria
2008,1,10,24.462,0.359,Algeria
2008,1,11,17.193,0.22,Algeria
2008,1,12,12.309,0.342,Algeria
2009,1,1,12.455,0.309,Algeria
2009,1,2,15.302,0.31,Algeria
2009,1,3,19.838,0.238,Algeria
2009,1,4,22.298,0.325,Algeria
2009,1,5,28.375,0.343,Algeria
2009,1,6,33.066,0.344,Algeria
2009,1,7,35.426,0.413,Algeria
2009,1,8,34.212,0.306,Algeria
2009,1,9,29.306,0.323,Algeria
2009,1,10,25.229,0.296,Algeria
2009,1,11,18.456,0.485,Algeria
2009,1,12,15.889,0.345,Algeria
2010,1,1,14.72,0.31,Algeria
2010,1,2,18.967,0.191,Algeria
2010,1,3,21.633,0.308,Algeria
2010,1,4,25.926,0.264,Algeria
2010,1,5,28.437,0.25,Algeria
2010,1,6,32.967,0.348,Algeria
2010,1,7,35.183,0.317,Algeria
2010,1,8,34.306,0.395,Algeria
2010,1,9,30.745,0.205,Algeria
2010,1,10,24.989,0.264,Algeria
2010,1,11,19.017,0.326,Algeria
2010,1,12,15.698,0.326,Algeria
2011,1,1,14.015,0.353,Algeria
2011,1,2,14.236,0.308,Algeria
2011,1,3,20.083,0.209,Algeria
2011,1,4,24.582,0.331,Algeria
2011,1,5,28.231,0.222,Algeria
2011,1,6,32.256,0.312,Algeria
2011,1,7,35.004,0.359,Algeria
2011,1,8,34,0.421,Algeria
2011,1,9,31.723,0.248,Algeria
2011,1,10,23.701,0.351,Algeria
2011,1,11,18.855,0.34,Algeria
2011,1,12,13.044,0.361,Algeria
2012,1,1,11.363,0.423,Algeria
2012,1,2,12.09,0.428,Algeria
2012,1,3,18.32,0.206,Algeria
2012,1,4,23.349,0.248,Algeria
2012,1,5,29.664,0.351,Algeria
2012,1,6,33.977,0.463,Algeria
2012,1,7,34.958,0.836,Algeria
2012,1,8,34.01,0.72,Algeria
2012,1,9,30.224,0.946,Algeria
2012,1,10,25.834,0.425,Algeria
2012,1,11,20.031,0.268,Algeria
2012,1,12,13.638,0.501,Algeria
2013,1,1,12.781,0.442,Algeria
2013,1,2,14.211,0.312,Algeria
2013,1,3,21.027,0.243,Algeria
2013,1,4,24.242,0.472,Algeria
2013,1,5,28.482,0.264,Algeria
2013,1,6,32.288,0.449,Algeria
2013,1,7,34.707,0.521,Algeria
2013,1,8,33.234,0.798,Algeria
1995,1,1,27.386,0.374,American Samoa
1995,1,2,27.569,0.459,American Samoa
1995,1,3,27.792,0.345,American Samoa
1995,1,4,27.39,0.535,American Samoa
1995,1,5,27.312,0.337,American Samoa
1995,1,6,27.567,0.171,American Samoa
1995,1,7,27.18,0.169,American Samoa
1995,1,8,26.805,0.183,American Samoa
1995,1,9,26.828,0.265,American Samoa
1995,1,10,26.699,0.283,American Samoa
1995,1,11,27.199,0.313,American Samoa
1995,1,12,27.497,0.46,American Samoa
1996,1,1,27.147,0.259,American Samoa
1996,1,2,27.417,0.449,American Samoa
1996,1,3,27.387,0.452,American Samoa
1996,1,4,27.428,0.38,American Samoa
1996,1,5,27.131,0.276,American Samoa
1996,1,6,27.347,0.368,American Samoa
1996,1,7,26.893,0.274,American Samoa
1996,1,8,26.706,0.249,American Samoa
1996,1,9,26.755,0.581,American Samoa
1996,1,10,26.429,0.289,American Samoa
1996,1,11,27.41,0.427,American Samoa
1996,1,12,27.302,0.292,American Samoa
1997,1,1,26.938,0.336,American Samoa
1997,1,2,27.577,0.196,American Samoa
1997,1,3,26.922,0.585,American Samoa
1997,1,4,27.52,0.479,American Samoa
1997,1,5,27.041,0.196,American Samoa
1997,1,6,26.247,0.216,American Samoa
1997,1,7,26.633,0.324,American Samoa
1997,1,8,26.149,0.214,American Samoa
1997,1,9,26.704,0.28,American Samoa
1997,1,10,27.03,0.295,American Samoa
1997,1,11,27.308,0.506,American Samoa
1997,1,12,27.4,0.646,American Samoa
1998,1,1,27.894,0.681,American Samoa
1998,1,2,28.135,0.72,American Samoa
1998,1,3,28.158,0.769,American Samoa
1998,1,4,27.714,0.773,American Samoa
1998,1,5,27.235,0.647,American Samoa
1998,1,6,27.155,0.81,American Samoa
1998,1,7,26.043,0.719,American Samoa
1998,1,8,27.216,0.798,American Samoa
1998,1,9,27.412,0.637,American Samoa
1998,1,10,27.058,0.519,American Samoa
1998,1,11,27.695,0.354,American Samoa
1998,1,12,27.383,0.442,American Samoa
1999,1,1,26.809,0.356,American Samoa
1999,1,2,27.202,0.365,American Samoa
1999,1,3,27.766,1.105,American Samoa
1999,1,4,27.785,0.541,American Samoa
1999,1,5,26.798,0.789,American Samoa
1999,1,6,27.136,0.613,American Samoa
1999,1,7,27.027,0.563,American Samoa
1999,1,8,26.883,0.544,American Samoa
1999,1,9,26.651,0.461,American Samoa
1999,1,10,26.371,0.426,American Samoa
1999,1,11,26.905,0.375,American Samoa
1999,1,12,27.473,0.253,American Samoa
2000,1,1,27.401,0.287,American Samoa
2000,1,2,27.66,0.463,American Samoa
2000,1,3,27.473,0.545,American Samoa
2000,1,4,27.74,0.49,American Samoa
2000,1,5,27.317,0.659,American Samoa
2000,1,6,27.083,0.839,American Samoa
2000,1,7,26.486,0.92,American Samoa
2000,1,8,26.827,0.37,American Samoa
2000,1,9,27.323,0.5,American Samoa
2000,1,10,26.649,0.496,American Samoa
2000,1,11,27.164,0.245,American Samoa
2000,1,12,27.515,0.248,American Samoa
2001,1,1,27.732,0.29,American Samoa
2001,1,2,27.643,0.261,American Samoa
2001,1,3,27.696,0.573,American Samoa
2001,1,4,27.446,0.29,American Samoa
2001,1,5,27.412,0.464,American Samoa
2001,1,6,27.264,0.372,American Samoa
2001,1,7,26.684,0.185,American Samoa
2001,1,8,26.927,0.562,American Samoa
2001,1,9,26.794,0.318,American Samoa
2001,1,10,26.629,0.325,American Samoa
2001,1,11,27.303,0.36,American Samoa
2001,1,12,27.201,0.486,American Samoa
2002,1,1,27.69,0.388,American Samoa
2002,1,2,28.408,0.344,American Samoa
2002,1,3,28.168,0.271,American Samoa
2002,1,4,27.911,0.316,American Samoa
2002,1,5,27.849,0.334,American Samoa
2002,1,6,27.208,0.524,American Samoa
2002,1,7,27.249,0.272,American Samoa
2002,1,8,26.705,0.204,American Samoa
2002,1,9,26.967,0.422,American Samoa
2002,1,10,26.708,0.346,American Samoa
2002,1,11,27.784,0.176,American Samoa
2002,1,12,27.808,0.236,American Samoa
2003,1,1,28.543,0.231,American Samoa
2003,1,2,28.023,0.351,American Samoa
2003,1,3,28.243,0.314,American Samoa
2003,1,4,27.57,0.398,American Samoa
2003,1,5,27.682,0.564,American Samoa
2003,1,6,26.473,0.494,American Samoa
2003,1,7,26.666,0.521,American Samoa
2003,1,8,26.141,0.646,American Samoa
2003,1,9,26.945,0.488,American Samoa
2003,1,10,26.808,0.472,American Samoa
2003,1,11,26.946,0.466,American Samoa
2003,1,12,27.138,0.242,American Samoa
2004,1,1,27.304,1.281,American Samoa
2004,1,2,27.432,0.845,American Samoa
2004,1,3,27.691,0.986,American Samoa
2004,1,4,27.573,1.133,American Samoa
2004,1,5,27.532,0.745,American Samoa
2004,1,6,27.298,0.741,American Samoa
2004,1,7,26.551,0.683,American Samoa
2004,1,8,26.933,0.29,American Samoa
2004,1,9,27.031,0.395,American Samoa
2004,1,10,26.953,0.387,American Samoa
2004,1,11,27.303,0.216,American Samoa
2004,1,12,27.773,0.325,American Samoa
2005,1,1,27.765,0.324,American Samoa
2005,1,2,28,0.428,American Samoa
2005,1,3,28.05,0.373,American Samoa
2005,1,4,28.069,0.645,American Samoa
2005,1,5,27.574,0.457,American Samoa
2005,1,6,27.025,0.401,American Samoa
2005,1,7,26.33,0.562,American Samoa
2005,1,8,26.509,0.39,American Samoa
2005,1,9,27.112,0.395,American Samoa
2005,1,10,27.097,0.273,American Samoa
2005,1,11,27.613,0.298,American Samoa
2005,1,12,27.338,0.647,American Samoa
2006,1,1,26.835,0.47,American Samoa
2006,1,2,27.012,0.353,American Samoa
2006,1,3,27.648,0.458,American Samoa
2006,1,4,27.663,0.474,American Samoa
2006,1,5,27.683,1.215,American Samoa
2006,1,6,27.265,0.481,American Samoa
2006,1,7,26.465,0.428,American Samoa
2006,1,8,26.701,0.346,American Samoa
2006,1,9,26.746,0.353,American Samoa
2006,1,10,26.773,0.475,American Samoa
2006,1,11,26.814,0.299,American Samoa
2006,1,12,27.37,0.471,American Samoa
2007,1,1,27.525,0.381,American Samoa
2007,1,2,27.624,0.439,American Samoa
2007,1,3,27.526,0.256,American Samoa
2007,1,4,27.94,0.37,American Samoa
2007,1,5,27.437,0.468,American Samoa
2007,1,6,27.666,0.645,American Samoa
2007,1,7,27.254,0.655,American Samoa
2007,1,8,27.264,0.807,American Samoa
2007,1,9,27.389,0.499,American Samoa
2007,1,10,27.109,0.406,American Samoa
2007,1,11,27.673,0.416,American Samoa
2007,1,12,27.022,0.403,American Samoa
2008,1,1,26.93,0.338,American Samoa
2008,1,2,27.291,0.296,American Samoa
2008,1,3,27.103,0.325,American Samoa
2008,1,4,27.161,0.471,American Samoa
2008,1,5,27.421,0.442,American Samoa
2008,1,6,26.813,0.353,American Samoa
2008,1,7,26.221,0.439,American Samoa
2008,1,8,26.676,0.276,American Samoa
2008,1,9,26.812,0.319,American Samoa
2008,1,10,27.009,0.376,American Samoa
2008,1,11,27.106,0.246,American Samoa
2008,1,12,27.398,0.369,American Samoa
2009,1,1,27.455,0.392,American Samoa
2009,1,2,27.492,0.697,American Samoa
2009,1,3,27.85,0.432,American Samoa
2009,1,4,27.875,0.859,American Samoa
2009,1,5,27.608,0.329,American Samoa
2009,1,6,26.666,0.564,American Samoa
2009,1,7,26.665,0.401,American Samoa
2009,1,8,26.244,0.45,American Samoa
2009,1,9,26.289,0.36,American Samoa
2009,1,10,26.462,0.361,American Samoa
2009,1,11,26.905,0.514,American Samoa
2009,1,12,26.9,0.47,American Samoa
2010,1,1,27.901,0.334,American Samoa
2010,1,2,27.432,0.38,American Samoa
2010,1,3,28.374,0.414,American Samoa
2010,1,4,28.012,0.467,American Samoa
2010,1,5,28.145,0.543,American Samoa
2010,1,6,27.546,0.529,American Samoa
2010,1,7,27.22,0.563,American Samoa
2010,1,8,26.947,0.257,American Samoa
2010,1,9,26.997,0.269,American Samoa
2010,1,10,26.95,0.425,American Samoa
2010,1,11,26.936,0.324,American Samoa
2010,1,12,26.981,0.432,American Samoa
2011,1,1,26.359,0.546,American Samoa
2011,1,2,26.565,0.415,American Samoa
2011,1,3,27.426,0.306,American Samoa
2011,1,4,27.517,0.452,American Samoa
2011,1,5,27.33,0.543,American Samoa
2011,1,6,27.338,0.382,American Samoa
2011,1,7,27.29,0.412,American Samoa
2011,1,8,26.742,0.212,American Samoa
2011,1,9,26.798,0.408,American Samoa
2011,1,10,26.708,0.589,American Samoa
2011,1,11,26.963,0.403,American Samoa
2011,1,12,27.078,0.639,American Samoa
2012,1,1,27.145,0.481,American Samoa
2012,1,2,27.134,0.534,American Samoa
2012,1,3,27.045,0.455,American Samoa
2012,1,4,27.266,0.598,American Samoa
2012,1,5,27.179,0.696,American Samoa
2012,1,6,27.065,0.502,American Samoa
2012,1,7,26.629,0.685,American Samoa
2012,1,8,26.922,0.434,American Samoa
2012,1,9,27.278,0.495,American Samoa
2012,1,10,27.475,0.719,American Samoa
2012,1,11,27.963,0.398,American Samoa
2012,1,12,27.316,0.432,American Samoa
2013,1,1,27.241,0.728,American Samoa
2013,1,2,27.793,0.372,American Samoa
2013,1,3,27.683,0.348,American Samoa
2013,1,4,27.824,0.487,American Samoa
2013,1,5,28.045,0.489,American Samoa
2013,1,6,27.65,0.383,American Samoa
2013,1,7,26.902,0.453,American Samoa
2013,1,8,27,0.518,American Samoa
1995,1,1,4.591,0.253,Andorra
1995,1,2,7.732,0.165,Andorra
1995,1,3,7.357,0.266,Andorra
1995,1,4,10.491,0.319,Andorra
1995,1,5,13.957,0.158,Andorra
1995,1,6,17.24,0.292,Andorra
1995,1,7,22.054,0.181,Andorra
1995,1,8,20.747,0.237,Andorra
1995,1,9,14.99,0.428,Andorra
1995,1,10,14.737,0.232,Andorra
1995,1,11,8.735,0.197,Andorra
1995,1,12,5.886,0.229,Andorra
1996,1,1,7.165,0.256,Andorra
1996,1,2,4.265,0.079,Andorra
1996,1,3,7.085,0.192,Andorra
1996,1,4,10.364,0.203,Andorra
1996,1,5,13.496,0.236,Andorra
1996,1,6,18.49,0.412,Andorra
1996,1,7,20.433,0.315,Andorra
1996,1,8,19.321,0.257,Andorra
1996,1,9,14.882,0.263,Andorra
1996,1,10,11.89,0.22,Andorra
1996,1,11,7.763,0.241,Andorra
1996,1,12,5.743,0.226,Andorra
1997,1,1,4.931,0.278,Andorra
1997,1,2,7.702,0.304,Andorra
1997,1,3,10.559,0.799,Andorra
1997,1,4,11.166,0.272,Andorra
1997,1,5,14.872,0.204,Andorra
1997,1,6,17.231,0.25,Andorra
1997,1,7,19.664,0.288,Andorra
1997,1,8,21.474,0.253,Andorra
1997,1,9,18.113,0.247,Andorra
1997,1,10,14.27,0.241,Andorra
1997,1,11,9.037,0.126,Andorra
1997,1,12,5.735,0.252,Andorra
1998,1,1,5.681,0.357,Andorra
1998,1,2,7.204,0.657,Andorra
1998,1,3,9.143,0.339,Andorra
1998,1,4,9.258,0.387,Andorra
1998,1,5,14.665,0.231,Andorra
1998,1,6,18.306,0.25,Andorra
1998,1,7,20.976,0.32,Andorra
1998,1,8,20.855,0.245,Andorra
1998,1,9,16.852,0.251,Andorra
1998,1,10,11.856,0.162,Andorra
1998,1,11,6.182,0.22,Andorra
1998,1,12,4.447,0.229,Andorra
