valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.277,1992,0.00269,['Blue Rodeo'],0.505,314760,0.537,0,2XjMSKtnVLqNsWTOSFeaVW,0.000895,4,0.0926,-6.61,0,Lost Together,31,7/7/92,0.0255,76.091
0.182,1992,0.327,['Rage Against The Machine'],0.503,219800,0.893,0,32Ja9Xha95j4YTslnmnvo6,0,11,0.105,-7.2,0,Darkness of Greed - Demo,36,1992,0.286,179.139
0.593,1992,0.8,['R.E.M.'],0.556,258107,0.435,0,5e2HWrviFTm4KQsnJ7OcVf,5.30E-05,7,0.107,-9.073,1,Nightswimming,38,10/5/92,0.0294,114.261
0.297,1992,3.53E-05,['W.A.S.P.'],0.232,523347,0.961,0,7IZ6a9jFVrtGZKW1yvUhfi,0.158,5,0.157,-7.454,0,Chainsaw Charlie(Murders In The New Morgue),41,1992,0.161,154.418
0.474,1992,0.000661,['The Lemonheads'],0.571,164747,0.934,0,7f0AHjSVY7neKRBtA82v46,1.14E-06,2,0.105,-7.016,1,Confetti - Remastered,35,1992,0.0898,120.727
0.545,1992,0.0552,['Jade'],0.662,289467,0.605,0,0EnFaSWSkj45lktHxHtcXb,0,1,0.418,-9.475,1,One Woman,31,11/13/92,0.0566,151.946
0.326,1992,0.942,['Mohammadreza Shajarian'],0.309,947017,0.179,0,0m6KHGlBowBfgpZbUbByGy,0.00157,9,0.124,-12.736,0,Saz Va Avaze Shur,30,9/1/92,0.0452,81.818
0.945,1992,0.12,['Ziggy Marley & The Melody Makers'],0.764,300373,0.758,0,2clwOnKvcZ1mG5IOqXVTuz,0.00303,10,0.123,-11.306,1,Look Who's Dancin',43,1/1/92,0.0442,104.052
0.254,1992,0.791,"['Antonio Vivaldi', 'Stuttgart Chamber Orchestra', 'Martin Sieghart', 'Rainer Kussmaul']",0.496,193465,0.119,0,77nvsd06VH5A2Aq8l5ltlb,0.153,4,0.162,-17.249,1,"Violin Concerto in E Major, RV 269, , ""Spring"" from ""The Four Seasons"": I. Allegro",50,1/1/92,0.0387,107.694
0.4,1992,0.471,['Michael Bolton'],0.543,239227,0.342,0,1fs4Kxyu88SY3pt2InOQZ3,2.75E-06,5,0.151,-12.726,1,You Send Me,43,8/31/92,0.0243,96.109
0.0764,1992,0.973,"['Henry Mancini', 'The Mancini Pops Orchestra']",0.218,207640,0.0842,0,4852V4r33kQtMIWscamrac,0.95,5,0.108,-21.693,0,"The Summer Knows (From ""Summer of '42"")",37,4/9/92,0.0357,140.158
0.735,1992,0.0489,['Def Leppard'],0.497,324027,0.726,0,4OYSOVUNixTBGRjcIKpne1,8.99E-06,4,0.049,-8.335,1,Have You Ever Needed Someone So Bad,34,3/31/92,0.0272,136.792
0.964,1992,0.844,"['Chalino Sanchez', ""Vaquero's Musical""]",0.492,194809,0.152,0,53UrgIOUH4SL6xb2pW4Cg5,4.37E-05,10,0.101,-12.912,1,Corazoncito Tirano,33,6/18/92,0.187,191.123
0.69,1992,0.198,['A Tribe Called Quest'],0.674,260000,0.582,0,5id38dZomKgo2h4ccxTyzT,0.0004,0,0.23,-16.658,1,Jazz (We've Got) - Re-Recording,33,6/1/92,0.23,92.65
0.33,1992,0.161,['4Him'],0.629,313469,0.498,0,659nJCCP4NGGU8ncSM5NW1,0,4,0.102,-10.605,1,The Basics Of Life,31,1992,0.0325,118.957
0.837,1992,0.208,['Blind Melon'],0.477,193533,0.864,0,6xG0SjYnSeyTkXr9EFizvr,9.67E-05,9,0.133,-4.774,1,Paper Scratcher,33,1992,0.0401,109.58
0.894,1992,0.777,['Hariharan'],0.625,368700,0.727,0,3ZF9iTthw2m6w8MsNC0daD,0,4,0.0717,-3.035,1,Sankatmochan Hanuman Ashtak,48,1/1/92,0.0308,86.471
0.159,1992,0.585,['Roger Waters'],0.598,548933,0.156,0,58zqOyrpXZQNwjkRtjGXqG,0.0266,2,0.0921,-18.425,1,Amused to Death,44,9/1/92,0.037,118.261
0.597,1992,0.733,['Otis Redding'],0.453,146747,0.276,0,5hYLkoG8GC1NSq3rzpEPfD,0.000228,10,0.126,-11.535,1,Pain in My Heart,35,11/6/92,0.0393,163.323
0.422,1992,0.941,"['Edvard Grieg', 'Stephen Gunzenhauser']",0.453,144000,0.193,0,1u7Q51kf61PXwsPPxLmZ49,0.925,11,0.144,-22.597,1,"Peer Gynt-Suite Nr. 1, Op. 46: IV. In the Hall of the Mountain King",34,10/20/92,0.103,140.082
0.517,1992,0.191,['Faith No More'],0.345,223427,0.575,0,2sZCBLHCnc6FQqDgoj3zER,0.0126,7,0.0984,-7.572,1,RV,39,6/8/92,0.0293,170.095
0.563,1992,0.0743,['INXS'],0.244,285640,0.856,0,3RIQazrLVpi7VqCB1oKm6R,6.55E-06,2,0.609,-4.851,1,Baby Don't Cry,30,1992,0.0477,185.748
0.228,1992,0.309,['Marillion'],0.331,224160,0.55,0,0fFotmAiRwLfpogfYs48PQ,0.1,9,0.0875,-6.112,1,Lavender,52,6/8/92,0.0311,138.071
0.55,1992,0.284,['Rage Against The Machine'],0.586,244453,0.903,1,1cGbiPXCsORy9n7CqGYgKI,0,11,0.195,-5.021,1,Bombtrack - Demo,37,1992,0.242,151.269
0.158,1992,0.793,"['10,000 Maniacs']",0.275,219400,0.338,0,53kHqQcM32N5SIr6dZXvhx,0.00352,4,0.114,-10.46,1,How You've Grown,32,1992,0.0356,74.543
0.967,1992,0.454,['Brenton Wood'],0.665,148413,0.577,0,591QkveAJQehpq2qwr4YeG,0,8,0.17,-9.697,1,Sad Little Songs (La Tee Ta),29,1/1/92,0.0599,122.152
0.33,1992,0.819,['Joaquín Sabina'],0.575,248893,0.273,0,6NQvRUIZZ2z5EUaFd9OloQ,0,7,0.071,-15.982,1,A la Orilla de la Chimenea,53,4/10/92,0.0708,113.459
0.948,1992,0.262,['Los Relampagos Del Norte'],0.783,234382,0.631,0,0a8yGyvn2l0Tl80LJ8e6Y7,0.000525,7,0.0417,-7.956,1,Con La Tinta De Mi Sangre,33,2/25/92,0.0473,103.76
0.15,1992,0.966,['Mohammadreza Shajarian'],0.285,379298,0.0297,0,1WXMGrqA3OaQkmRoyDOvY7,0.0232,9,0.101,-18.96,0,Edameye Saz Va Avaz Ashegh Kosh,29,9/1/92,0.0431,92.396
0.982,1992,0.559,['Otis Redding'],0.83,159627,0.886,0,2iaWwsOKvHhi9j3H7Qdizm,0.0364,2,0.361,-6.663,0,I Can't Turn You Loose,36,11/6/92,0.0337,126.701
0.044,1992,0.98,"['Maurice Ravel', 'Daniel Barenboim', 'Chicago Symphony Orchestra']",0.141,368133,0.0471,0,2uDdXmYZlF15iARKksHEew,0.965,7,0.16,-27.3,1,"Ravel: Pavane pour une infante défunte, M. 19",40,1/1/92,0.0416,101.894
0.488,1992,1.39E-05,['Joe Satriani'],0.44,223627,0.912,0,41Z5crbsvWuLfLKYC1Ryii,0.836,10,0.0938,-5.965,0,The Extremist,39,7/21/92,0.0435,94.639
0.657,1992,0.395,['Vasilis Karras'],0.758,180760,0.43,0,0prIzd5AxpFpbp8QT3AUpu,2.12E-06,7,0.0819,-13.279,0,Den Pao Pouthena,42,1/13/92,0.116,137.654
0.598,1992,0.188,['Eric Clapton'],0.582,391413,0.607,0,3f5kxfFkRw9w0HQYydNXE0,0.000909,0,0.711,-9.099,1,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; Take 1",40,8/25/92,0.0495,132.622
0.74,1992,0.802,['Antonio Aguilar'],0.623,152532,0.55,0,4lt7xWBrJPtVRRA3Z03FJ6,0,4,0.231,-4.927,1,El Grano De Oro,41,5/13/92,0.0507,92.373
0.951,1992,0.399,['No Doubt'],0.588,228840,0.775,0,0xbpdQleYwsTPjc6JimN3b,0.00205,10,0.327,-10.122,1,Ache,34,1/1/92,0.0587,164.369
0.534,1992,0.851,['Tori Amos'],0.573,247533,0.389,0,12Q0JuGkZs1cI5o6f5Wyu7,0,7,0.114,-13.819,0,Girl,29,1/6/92,0.0335,111.135
0.943,1992,0.0686,"['""Weird Al"" Yankovic']",0.836,163253,0.527,0,2D5ztvLOMPl73m3luNZUGA,0,5,0.0557,-10.57,0,The White Stuff,31,1/1/92,0.0506,115.935
0.346,1992,0.237,['Troop'],0.505,286333,0.438,0,36osy3lTtOYL5GYJrUYafx,0,2,0.503,-10.942,1,Sweet November,30,6/2/92,0.0447,60.064
0.62,1992,0.229,['Del Amitri'],0.571,262840,0.698,0,5R5uHoaeNY1MN3yRzc2q1Q,6.36E-05,9,0.0825,-9.153,1,Always The Last To Know - Single Mix,30,1/1/92,0.0281,122.944
0.226,1992,0.779,"['Andrew Lloyd Webber', 'Donny Osmond', 'Janet Metz', '""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast']",0.26,212827,0.128,0,3eHDk2wjY8Wdfriew5plRs,3.14E-06,9,0.0637,-18.54,1,Finale: Any Dream Will Do / Give Me My Colored Coat,31,1/1/92,0.04,121.142
0.527,1992,0.445,['Mariah Carey'],0.61,239733,0.863,0,5a7ftvz1gh9lbxGmLCCzz1,3.87E-06,3,0.685,-8.559,1,"Emotions - Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992",39,4/30/92,0.073,116.723
0.277,1992,0.097,['Pat Metheny Group'],0.232,163920,0.328,0,5p3hKRxfYQAIMxZUjSsuy9,0.803,10,0.364,-16.538,0,Above the Treetops,39,1992,0.0366,129.829
0.401,1992,0.144,['Caifanes'],0.602,306973,0.794,0,7LAh1zWt054HCxaSz0ZpRU,1.96E-06,11,0.0618,-8.13,0,Nos Vamos Juntos,45,6/8/92,0.0407,121.383
0.535,1992,0.205,['ДДТ'],0.707,285027,0.58,0,0h5jFEsJWx3OPXXgFWhGQY,4.22E-05,7,0.205,-10.785,1,В последнюю осень,47,11/1/92,0.0291,112.888
0.837,1992,0.551,['Tito Rojas'],0.76,300400,0.53,0,4zlZShJC576Kah5biJLrkd,2.62E-05,9,0.0842,-11.526,0,Amor Del Bueno,34,1992,0.0363,95.653
0.198,1992,0.271,['Pavement'],0.539,197493,0.849,0,5U3rofqVuMLqJfvqCMJg7W,7.76E-05,7,0.0708,-5.76,1,Trigger Cut/Wounded-Kite At :17,33,4/20/92,0.0556,122.467
0.59,1992,0.214,"['10,000 Maniacs']",0.635,270533,0.652,0,5sAOQ4VMOy0xNi0pJ0yESY,0.000954,9,0.179,-8.987,0,Noah's Dove,32,1992,0.0252,110.301
0.269,1992,0.00331,['NOFX'],0.482,132133,0.967,0,6hcda71AReBXmBC2iqyFCB,3.90E-06,7,0.173,-6.017,1,You're Bleeding,35,12/30/92,0.0826,133.719
0.825,1992,0.556,"['Chalino Sanchez', 'Los Amables Del Norte']",0.454,241488,0.5,0,6l2hpHa921wPPT9iyL2eJB,0.000104,0,0.252,-7.836,1,Mario Portillo,33,5/14/92,0.0436,179.07
0.693,1992,0.116,['Public Enemy'],0.737,257000,0.792,0,2TZuNkLb0J6oKLEdlZ0XX3,0,1,0.15,-8.794,1,Tie Goes To The Runner,41,9/15/92,0.318,98.556
0.473,1992,0.585,"['Andrew Lloyd Webber', 'Donny Osmond', 'Johnny Seaton', '""Joseph And The Amazing Technicolor Dreamcoat"" 1992 Canadian Cast']",0.524,193800,0.564,0,4E09rvowIkH8r1zSmlifr1,0,4,0.187,-16.541,1,Song Of The King (Seven Fat Cows),31,1/1/92,0.139,139.874
0.348,1992,0.941,['Tori Amos'],0.491,192053,0.134,0,65rPPw0wEOvcYA464rKz4f,0,3,0.119,-14.25,0,Leather,28,1/6/92,0.0413,88.413
0.246,1992,0.0481,['Leonard Cohen'],0.726,432480,0.494,0,7E45niYTHvZERA5Rp1zduP,0.00275,1,0.0707,-11.744,1,Democracy,39,10/22/92,0.0308,98.789
0.389,1992,5.22E-05,['Kris Kross'],0.708,311307,0.759,0,3CQfFejKLRTEd5zdj7kKQd,0.114,2,0.153,-9.569,1,Jump - Extended Mix,37,3/17/92,0.0806,102.011
0.39,1992,0.00601,['Madonna'],0.659,333467,0.818,0,5Roo8xy0qjRppfwmSWWXQF,0.299,7,0.336,-7.09,0,Deeper and Deeper,41,10/20/92,0.0265,119.943
0.939,1992,0.19,['En Vogue'],0.836,312040,0.58,0,61vIGLnOsYaydUUKfJ9XC5,0.000271,1,0.0379,-8.778,1,"Give It Up, Turn It Loose",32,3/24/92,0.0692,93.015
0.896,1992,0.0404,['SWV'],0.644,267667,0.645,0,31cN0AvfbDlZzawK7QwgxG,1.66E-05,6,0.214,-11.008,0,That's What I Need,31,10/27/92,0.0475,157.811
0.382,1992,0.99,['Django Reinhardt'],0.371,171213,0.207,0,4Bf9SBkNI60Zsu9kdvtJwx,0.852,8,0.0985,-18.655,1,Night And Day,34,1992,0.0376,185.945
0.361,1992,0.507,['Tori Amos'],0.215,266813,0.782,0,4tAJsamJJYw5OeqAePeMtz,0.0595,11,0.34,-6.73,0,Precious Things - 2015 Remaster,39,1/6/92,0.0597,170.676
0.976,1992,0.721,['Banda Machos'],0.643,108133,0.369,0,5PurlLJkzmW8kSj8fO0cHR,0,10,0.0572,-12.005,1,Chaparra de mi amor,32,11/13/92,0.0494,139.954
0.561,1992,0.0128,['Otis Redding'],0.769,193960,0.386,0,6rdt3yDXTsFzotTKRQIQeN,0.000312,8,0.126,-14,0,Trick Or Treat,29,1/1/92,0.0357,107.93
0.773,1992,0.229,['Alan Jackson'],0.74,195507,0.614,0,1mpaqWn3xd5WhadX73bp3L,0,9,0.211,-9.959,1,I Don't Need The Booze (To Get A Buzz On),33,10/9/92,0.0298,127.906
0.636,1992,0.321,['Eric Clapton'],0.558,289027,0.524,0,4abPGwvqR26EVyXJI72VRP,0.000952,2,0.94,-11.626,0,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",39,8/25/92,0.0459,93.654
0.431,1992,0.00332,['Red Hot Chili Peppers'],0.53,204000,0.934,0,5HyBLokK2UwerwNhI9W3eq,0.0254,4,0.064,-10.524,0,Higher Ground,35,9/29/92,0.0542,140.502
0.396,1992,0.0389,['Rage Against The Machine'],0.601,339733,0.869,1,0HEeoSv1KTj7Mwgn3HewFM,1.82E-05,7,0.0701,-5.646,1,Take The Power Back - Demo,36,1992,0.0542,102.2
0.609,1992,0.000353,['Pro-Pain'],0.485,221707,0.956,0,4DxfFyh4xBHWt8JzjEpq8n,0.0233,9,0.0699,-4.126,1,Foul Taste of Freedom,36,1992,0.11,144.146
0.849,1992,0.632,"['Chalino Sanchez', 'Los Amables Del Norte']",0.47,217664,0.494,0,5ImellOhG71GaegN1VcRGh,2.06E-06,3,0.0916,-7.462,1,Juventino Quintero,31,1/1/92,0.0597,192.273
0.534,1992,0.377,['Ricardo Arjona'],0.432,294867,0.664,0,5bpSd1U9VtRPfgEWEKpHxZ,9.98E-06,9,0.0499,-6.8,1,Si el Norte Fuera el Sur,36,1992,0.0496,82.08
0.867,1992,0.0505,['Guayacán Orquesta'],0.685,259579,0.48,0,0EBkntTPUGN0hjg7Nzo5f3,0,1,0.0776,-9.504,1,"Ay Amor, Cuando Hablan las Miradas",40,1992,0.0413,175.745
0.504,1992,0.015,['Faith No More'],0.486,271040,0.933,0,2ykReEB3c9QPl40SUr8qwg,0.00609,9,0.213,-7.187,1,Kindergarten,38,6/8/92,0.044,94.866
0.182,1992,0.0519,['4 Non Blondes'],0.538,281733,0.603,0,48Qp9fQyumixKBLsi73xUg,0,1,0.0758,-9.489,1,Morphine & Chocolate,39,1/1/92,0.0288,113.753
0.795,1992,0.873,['Bienvenido Granda'],0.63,164885,0.268,0,4ir4ry2OAgytQbneHVfaRe,0,9,0.31,-8.814,0,Percal,40,1/29/92,0.0342,110.989
0.689,1992,0.0411,['Rage Against The Machine'],0.459,258320,0.909,1,4w8mxZL9GSKuvtExuOdjPL,0.000179,4,0.0517,-3.277,1,Know Your Enemy - Demo,36,1992,0.0417,113.328
0.194,1992,0.349,['Kenny G'],0.457,373707,0.199,0,5JONq6R4cemgEdS32CtG2q,0.337,5,0.116,-17.81,0,Sister Rose,36,1992,0.0331,78.372
0.592,1992,0.0372,['SWV'],0.76,245893,0.612,0,1guNRpfQBBkporG5NujlSs,0.00207,4,0.0744,-9.104,1,Give It To Me,32,10/27/92,0.069,110.36
0.777,1992,0.0357,['Banda Brava'],0.729,161477,0.766,0,6amGSGFA752pNX2l14Cm4S,6.85E-06,3,0.213,-7.045,1,Margarita,32,1/1/92,0.276,147.339
0.666,1992,0.113,['Grupo Bryndis'],0.596,206093,0.643,0,7KtQZqyR5Tq4gDDEW8YV7P,0.0239,2,0.264,-8.287,1,Lo Nuestro Terminó,28,1/1/92,0.0359,142.041
0.211,1992,0.86,['張艾嘉'],0.685,301893,0.25,0,0RRqmJ5qoVMfn6QF8Be5iM,0,9,0.125,-13.59,1,愛的代價,41,12/31/92,0.0298,105.94
0.527,1992,0.669,['Linda Ronstadt'],0.494,227360,0.345,0,1qDq9JrNh4fUrN1DGrdmhp,1.50E-05,4,0.0633,-11.483,0,Perfidia - 2016 Remaster,37,8/11/92,0.0401,102.518
0.294,1992,0.84,['Pavement'],0.525,236133,0.4,0,3TBIR6BKTwtLVK1lDoJFRR,0.0137,9,0.113,-6.699,1,Here,36,1992,0.0349,92.51
0.803,1992,0.236,['Jimmy Buffett'],0.554,337867,0.539,0,5cLkRLGbdq7zsKCfqBSfg1,9.97E-05,4,0.278,-11.854,1,One Particular Harbour,29,5/19/92,0.0406,94.14
0.646,1992,0.606,['Antonio Aguilar'],0.576,197846,0.482,0,7i5yQ6HUrRCNakiWSVlchR,0,2,0.225,-5.722,1,El Califa,40,5/13/92,0.0428,94.853
0.319,1992,0.309,['Los Kinos'],0.389,199333,0.311,0,1p93xr7EV68VqDu1d7jRMP,1.40E-05,4,0.173,-12.938,1,Y Si Lloro Que,32,12/5/92,0.0436,151.263
0.599,1992,0.186,['Alan Jackson'],0.75,177507,0.508,0,4OoSGXaTqHxFUxEdyq6oBg,1.81E-06,7,0.204,-10.693,1,Tropical Depression,33,10/9/92,0.0259,105.651
0.69,1992,0.995,['Blind Boy Fuller'],0.615,188447,0.255,0,6AgwNMztb3eIgNF1m2zi7h,0.0123,7,0.169,-14.599,0,Truckin' My Blues Away,40,1992,0.0618,181.12
0.27,1992,0.901,['Tori Amos'],0.285,299867,0.296,0,08OXkYqqvhE7vjTzA9fVKk,1.75E-05,2,0.0807,-12.757,1,China,28,1/6/92,0.029,93.787
0.243,1992,0.000786,['Manowar'],0.571,234560,0.797,0,5P2Ghhv0wFYThHfDQaS0g5,0.186,9,0.0777,-9.264,1,Metal Warriors,47,9/22/92,0.0497,101.003
0.152,1992,0.727,['Otis Redding'],0.498,176880,0.246,0,73qkrdCXAncDggNZqWKTo7,0.000374,9,0.0781,-13.41,1,I've Been Loving You Too Long,36,11/6/92,0.0342,151.255
0.934,1993,0.244,"['Alan Jackson', 'Alvin & The Chipmunks']",0.685,248067,0.561,0,7iU4mlidL4jesq6ByNl2Dz,0,2,0.12,-11.373,1,Santa's Gonna Come In A Pickup Truck (with The Chipmunks),34,10/11/93,0.198,157.086
0.795,1993,0.6,['Joan Sebastian'],0.83,158662,0.599,0,05kaceCg4omq1n1k6Ai2eh,0,0,0.105,-6.556,1,Bigote Mojado,36,10/4/93,0.0963,94.953
0.277,1993,0.174,['John Anderson'],0.631,214467,0.37,0,0C5qSiIMV0Z6MNPROh2YwP,0,0,0.076,-13.002,1,I Wish I Could Have Been There,29,6/22/93,0.0272,127.996
0.668,1993,0.0928,['Sweet'],0.736,182000,0.873,0,0YCaA7bdy0CGQodmKs2BU1,0.000161,4,0.0965,-7.352,1,Wig-Wam Bam,31,1/1/93,0.0704,126.615
0.731,1993,0.639,['Vicente Fernández'],0.372,156573,0.473,0,0qMzBNDS4RPEuZDttYwxk6,7.74E-06,7,0.32,-4.471,1,Por Ellas,36,12/13/93,0.0329,171.212
0.976,1993,0.462,['Banda Sinaloense El Recodo'],0.863,198200,0.447,0,2W2z57Vk9bfcsxMCKnVFpv,0.197,10,0.0935,-11.681,1,Tecateando,38,3/1/93,0.0717,110.478
0.348,1993,0.925,['Dave Matthews Band'],0.57,265667,0.0681,0,3LYsxrOetZeZfr3hQsZXiR,0.000201,9,0.126,-21.47,1,I'll Back You Up - Live,30,11/9/93,0.0411,139.907
0.832,1993,0.413,['Liberación'],0.679,185133,0.64,0,4JaxO6J9lihnoEpZByFLwm,8.85E-06,5,0.135,-8.993,1,Todo Por Tu Amor,36,1/1/93,0.0375,87.771
0.0416,1993,0.608,['Céline Dion'],0.282,207173,0.255,0,5ezsQ0YwYPZC0ZHVGA9yqB,0.00615,1,0.0953,-10.293,1,The Colour Of My Love,42,11/9/93,0.0295,99.134
0.642,1993,0.704,['Vicente Fernández'],0.37,164107,0.461,0,1eEXKMq8V6rW3BoheZONVV,0,2,0.202,-5.833,1,El Prisionero,36,12/13/93,0.0337,161.514
0.634,1993,0.876,['Jon Schmidt'],0.416,186933,0.512,0,4Mhq9UBgL4DEeoOSEslbWC,0.933,7,0.242,-13.466,1,Waterfall,34,1/1/93,0.0422,122.391
0.97,1993,0.609,['Banda R-15'],0.608,151347,0.521,0,4VUg8B1JQ5Pq3SnqAFNKxI,1.23E-06,0,0.0408,-7.583,1,Ahora Si Va En Serio,33,1/1/93,0.197,187.883
0.923,1993,0.0743,['Sting'],0.821,227907,0.711,0,4lGXmcamckp4IE9fmMjKsY,3.51E-05,4,0.0266,-8.8,0,Heavy Cloud No Rain,39,3/9/93,0.0343,108.263
0.0776,1993,0.995,"['Anonymous\xa0', 'Anonymous 4']",0.184,174893,0.0161,0,04VDc3NcKv3jwmUbM1xb0D,0.0825,9,0.103,-30.528,0,Carol: Lullay: I saw a swete semly syght,34,1993,0.0598,168.327
0.0784,1993,1.81E-05,['Hum'],0.3,351693,0.75,1,0YtdkBt3GSszRlbnM7XfIN,0.779,2,0.106,-13.685,1,Iron Clad Lou,34,9/1/93,0.0412,153.005
0.0748,1993,0.045,['Grant Lee Buffalo'],0.488,292573,0.416,0,0cJ6ZvI6O9bYWgCV7rhL8N,0,5,0.185,-9.25,0,Fuzzy,50,2/23/93,0.0277,82.387
0.514,1993,0.278,['Phish'],0.677,247440,0.761,0,1CFB5j66qQ8Dj3QoE8rbh2,4.03E-05,9,0.626,-11.481,1,The Wedge,30,1/12/93,0.0807,90.143
0.456,1993,0.547,['Marcos Witt'],0.472,260023,0.678,0,3fpqFpY5M7qL0DQb4VipM6,7.25E-06,5,0.698,-15.112,1,A Ti,40,7/1/93,0.243,111.721
0.554,1993,0.0902,['Liberación'],0.64,218653,0.622,0,54xnhGZCLwQNbZsXl976F7,0,4,0.116,-7.861,1,Cómo Decirte,32,1/1/93,0.0344,117.637
0.53,1993,0.000308,['Def Leppard'],0.379,220461,0.789,0,1PUCeAtLlyLCSeoBkfb9my,6.99E-05,2,0.321,-7.368,1,Action - Revised Version,38,10/5/93,0.0382,173.143
0.961,1993,0.223,['Los Tigres Del Norte'],0.832,169400,0.738,0,1sARJE3As48UwPEbofrGrO,4.24E-06,9,0.257,-9.322,1,En Nombre De Tu Padre,37,1/1/93,0.0734,106.008
0.593,1993,0.289,"['Michael Martin Murphey', 'Marty Robbins']",0.7,249000,0.566,0,3m0pTpFxe38sPXkBUhKQBl,7.00E-06,1,0.249,-10.862,0,Big Iron,33,10/12/93,0.0328,116.134
0.182,1993,0.000242,['Burzum'],0.235,278173,0.71,0,5IZHpZCVn1GnoPlODpsfmx,0.806,4,0.0642,-7.075,0,Lost Wisdom,41,1993,0.0535,134.746
0.603,1993,0.519,['Andrae Crouch'],0.301,203933,0.53,0,6BbaPlW4YhHv0q8CgTkanO,0,8,0.378,-11.206,1,Through It All,33,8/17/93,0.0406,138.747
0.178,1993,0.827,['Bette Midler'],0.399,192040,0.275,0,1CbOJDslbj87Ynl3qeytol,2.29E-05,0,0.135,-10.633,1,In My Life,39,1993,0.0292,160.255
0.569,1993,0.00134,['Young Black Teenagers'],0.889,240107,0.608,1,1tqpUCOGNVjUOKvOqxChRb,0,11,0.0852,-9.396,1,Tap The Bottle,31,1/1/93,0.287,104.005
0.519,1993,0.483,"['The Four Aces', 'Al Alberts']",0.436,180840,0.19,0,2vZNvA8PEvBdeWr4EkZjLG,3.10E-06,3,0.201,-13.375,1,Three Coins In The Fountain,38,9/28/93,0.0293,77.042
0.217,1993,0.386,['Kruder & Dorfmeister'],0.711,367493,0.298,0,348kpkfbJUZn7GBpOEvPh4,0.624,1,0.173,-21.713,1,Original Bedroom Rockers,41,9/12/93,0.0872,172.453
0.963,1993,0.264,['Cub'],0.445,80560,0.706,0,4iA8JrFwey2V0A1cZRhZAd,0.801,9,0.159,-8.08,1,My Chinchilla,29,1993,0.0367,182.418
0.601,1993,0.00386,['311'],0.64,233867,0.94,0,5Vaa69KJIHcsvFv2KHxq3t,0,4,0.104,-5.722,1,Hydroponic,30,2/9/93,0.0575,135.987
0.89,1993,0.351,['Banda Vallarta Show'],0.865,180600,0.886,0,6Q5TcEwNtnEbQRjPXlAuNX,0.00165,8,0.237,-5.493,1,Tu Pum Pum,35,5/3/93,0.0455,116.62
0.543,1993,0.803,"[""Israel Kamakawiwo'ole""]",0.61,175560,0.3,0,7G1M17G2K0oAmKxjmIfgSw,1.27E-06,0,0.124,-9.041,1,Ka Pua U'i,33,11/1/93,0.0386,117.573
0.244,1993,0.000149,['Van Halen'],0.35,399040,0.82,0,0efpklu9vwloDqyhWMD8rj,0.0146,9,0.992,-8.193,1,Panama - Live,36,2/23/93,0.045,147.543
0.357,1993,0.2,['Sarah McLachlan'],0.476,279467,0.658,0,28SynOAuafgfxvPXWFgS7D,0.00155,6,0.0635,-6.737,0,Possession,31,10/22/93,0.0281,97.527
0.971,1993,0.0898,['Banda Guadalajara Express'],0.803,158633,0.778,0,3LecG08dRUwo8RY8VvvG3X,2.50E-05,10,0.0358,-6.752,1,Tri Triki Tri Traka,35,7/14/93,0.0883,143.757
0.178,1993,0.163,['Jim Diamond'],0.488,248360,0.33,0,5sxA9HV02XL3789HnLdldo,0.00074,5,0.104,-13.301,1,I Should Have Known Better - Rerecorded,52,1993,0.0264,78.363
0.311,1993,0.0128,['Scorpions'],0.377,293733,0.84,0,0NHBt8bp6tloebOWV3U3fN,2.71E-05,2,0.102,-6.022,1,Under The Same Sun,32,1/1/93,0.1,150.349
0.376,1993,0.0192,['Prince'],0.309,280000,0.93,1,29jLxTAZZwJPIpnHITiybK,0.0022,11,0.106,-6.399,1,Let's Go Crazy,29,9/14/93,0.125,195.815
0.299,1993,9.01E-05,['Porno for Pyros'],0.457,205267,0.522,0,3qduQ8xxlZ0dl1QyLttKPS,0.624,9,0.143,-9.57,1,Cursed Female,34,4/23/93,0.0362,128.325
0.296,1993,0.98,"['Gioachino Rossini', 'William Matteuzzi', 'Cecilia Bartoli', 'Alessandro Corbelli', 'Enzo Dara', 'Michele Pertusi', 'Fernanda Costa', 'Gloria Banditelli', 'Coro del Teatro Comunale di Bologna', 'Orchestra del Teatro Comunale di Bologna', 'Riccardo Chailly']",0.45,189333,0.261,0,5BALnJGgdgeRY6hQPUDcyL,0.000965,4,0.0686,-16.633,1,"La Cenerentola / Act 2: ""Non più mesta""",33,1/1/93,0.0798,136.941
0.849,1993,0.000534,['Widespread Panic'],0.429,306000,0.532,0,6zvraO85hhDElOjTxxRcDM,0.029,7,0.103,-12.308,1,Pleas,30,2/5/93,0.0325,123.543
0.85,1993,0.717,['Vicente Fernández'],0.379,154920,0.595,0,7fiim0epqFkCNO4Ce4CBHp,0,9,0.32,-6.971,0,Es Muy Tu Vida,36,12/13/93,0.105,169.071
