Month,DayofMonth,DayOfWeek,DepTime,TimeOfDay,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
February,8,Tuesday,547,Night,OO,CEC,ACV,56,N
February,8,Tuesday,1052,Morning,US,ATL,PHX,1587,N
April,15,Friday,1342,Afternoon,DL,PHX,ATL,1587,N
February,27,Sunday,745,Morning,FL,DEN,ATL,1199,N
October,2,Sunday,1640,Afternoon,DL,DEN,ATL,1199,N
September,10,Sunday,704,Morning,FL,ICT,ATL,781,N
January,29,Sunday,1432,Afternoon,XE,IAH,ELP,667,N
April,22,Thursday,1438,Afternoon,DL,ATL,HOU,696,N
March,16,Wednesday,1135,Morning,NW,MCO,MSP,1310,Y
August,15,Sunday,855,Morning,OH,LGA,CLT,544,Y
February,1,Monday,930,Morning,DL,EWR,CVG,569,N
August,7,Sunday,1431,Afternoon,CO,MYR,EWR,550,N
January,24,Monday,604,Morning,DL,DCA,ATL,547,N
May,9,Sunday,715,Morning,WN,CLE,STL,487,N
February,17,Wednesday,538,Night,DL,MDW,ATL,590,N
June,6,Monday,1748,Afternoon,OO,PHX,LAX,370,N
December,30,Friday,1704,Afternoon,US,JAX,CLT,329,N
March,22,Monday,1112,Morning,MQ,ORD,RIC,642,N
September,29,Wednesday,1220,Afternoon,EV,ATL,CAK,528,N
March,18,Thursday,1803,Evening,US,PIT,SAN,2106,N
April,9,Sunday,706,Morning,UA,OAK,IAD,2408,N
July,29,Friday,1820,Evening,YV,PHX,OMA,1037,N
May,8,Sunday,1002,Morning,YV,DEN,COS,72,N
May,19,Thursday,1855,Evening,AS,SEA,PHX,1107,N
March,19,Friday,2017,Evening,OO,DEN,FAT,844,N
January,6,Thursday,601,Morning,AS,SEA,LAX,954,N
May,7,Sunday,1356,Afternoon,UA,BOI,DEN,649,Y
May,11,Tuesday,1344,Afternoon,F9,DEN,MCI,533,Y
April,28,Wednesday,1825,Evening,XE,ALB,CLE,424,N
April,27,Wednesday,1512,Afternoon,XE,LIT,IAH,374,N
May,16,Monday,849,Morning,XE,CLE,DAY,162,N
September,13,Tuesday,1959,Evening,CO,MIA,EWR,1086,N
July,26,Monday,904,Morning,OO,STL,DEN,770,N
November,25,Thursday,1257,Afternoon,XE,IAH,LEX,828,N
June,5,Sunday,1329,Afternoon,DL,LGA,DCA,214,N
July,27,Wednesday,1156,Morning,AQ,LIH,HNL,102,N
April,22,Friday,556,Night,DL,MCO,ATL,403,N
August,5,Friday,1609,Afternoon,OO,PHX,LAX,370,N
April,30,Sunday,1726,Afternoon,F9,DEN,LAX,862,Y
December,12,Sunday,1059,Morning,AA,DFW,JFK,1391,N
October,5,Tuesday,634,Morning,F9,RNO,DEN,804,N
March,20,Sunday,630,Morning,YV,SBP,PHX,509,N
June,14,Monday,1846,Evening,EV,AEX,ATL,500,N
August,14,Sunday,2213,Evening,DL,BOS,ATL,946,Y
February,23,Wednesday,1507,Afternoon,DL,ATL,LAX,1946,Y
July,28,Wednesday,1650,Afternoon,UA,SFO,LAX,337,N
December,27,Monday,1909,Evening,EV,GNV,ATL,300,N
October,31,Sunday,1420,Afternoon,WN,ONT,OAK,361,N
August,11,Thursday,1128,Morning,DL,STL,CVG,307,N
January,25,Monday,1540,Afternoon,XE,DSM,IAH,802,N
July,7,Wednesday,2108,Evening,OH,RDU,MCO,534,Y
March,14,Monday,1308,Afternoon,YV,DRO,DEN,251,N
November,6,Sunday,2059,Evening,AA,DFW,SAT,247,N
October,19,Wednesday,611,Morning,OO,TUS,SFO,751,N
December,23,Friday,719,Morning,NW,IAH,DTW,1076,N
May,5,Thursday,713,Morning,DL,CMH,ATL,446,N
March,17,Wednesday,1851,Evening,UA,SFO,DFW,1464,N
November,2,Wednesday,1411,Afternoon,OO,LAX,SAN,109,N
April,11,Monday,710,Morning,WN,MCO,MCI,1072,N
December,18,Sunday,1552,Afternoon,CO,MCO,CLE,895,N
April,9,Sunday,2255,Evening,DL,SJC,ATL,2116,N
January,3,Sunday,2338,Evening,HP,LAS,ATL,1747,Y
August,2,Monday,909,Morning,NW,DTW,GRB,288,N
August,29,Sunday,1935,Evening,WN,CLE,MDW,307,N
June,26,Sunday,1335,Afternoon,NW,MEM,MSP,700,N
July,16,Friday,1633,Afternoon,AA,ICT,DFW,328,N
February,26,Friday,2030,Evening,AA,MIA,DTW,1145,Y
September,8,Thursday,1705,Afternoon,WN,LAS,SJC,386,Y
February,11,Thursday,2128,Evening,DL,SAV,ATL,215,N
June,20,Monday,903,Morning,NW,MSP,DTW,528,N
October,22,Friday,730,Morning,XE,IAH,IND,845,N
November,13,Sunday,1625,Afternoon,CO,PHX,IAH,1009,N
October,9,Sunday,1544,Afternoon,US,LGA,PIT,335,N
October,16,Sunday,1909,Evening,WN,OAK,PHX,646,Y
January,31,Monday,848,Morning,EV,OKC,SLC,866,N
August,30,Tuesday,1829,Evening,WN,HOU,CRP,187,N
November,18,Friday,1035,Morning,EV,ATL,MKE,669,Y
September,24,Friday,947,Morning,MQ,BOS,DCA,399,N
July,30,Friday,1228,Afternoon,DL,DCA,LGA,214,N
July,25,Sunday,1843,Evening,AA,DFW,SAT,247,Y
June,5,Sunday,1908,Evening,XE,EWR,RIC,278,N
April,5,Tuesday,830,Morning,DL,CVG,SEA,1964,N
February,27,Sunday,1846,Evening,YV,IAD,BOS,413,N
May,10,Monday,1939,Evening,B6,IAD,SAN,2253,N
April,15,Friday,1131,Morning,EV,ATL,FNT,644,N
September,21,Wednesday,1948,Evening,MQ,SJC,SAN,417,N
March,8,Tuesday,1755,Afternoon,WN,TUL,DAL,237,N
April,21,Thursday,1209,Afternoon,UA,SFO,SEA,679,Y
July,14,Thursday,1047,Morning,AA,ORD,BOS,867,N
November,16,Tuesday,1237,Afternoon,FL,ATL,JAX,270,N
December,3,Friday,1230,Afternoon,DH,LGA,IAD,229,N
June,1,Tuesday,1305,Afternoon,FL,BOS,CAK,549,N
September,4,Sunday,1048,Morning,WN,SAN,PHX,304,N
April,19,Monday,851,Morning,AA,STL,SFO,1736,N
May,29,Sunday,1044,Morning,MQ,DFW,ICT,328,N
January,12,Tuesday,1405,Afternoon,WN,SJC,LAS,386,N
December,23,Thursday,1608,Afternoon,CO,TPA,EWR,998,N
June,30,Thursday,556,Night,OO,BTM,SLC,357,N
November,7,Sunday,1546,Afternoon,CO,IAH,DEN,861,N
September,17,Friday,1442,Afternoon,MQ,DFW,LIT,304,N
March,20,Sunday,1238,Afternoon,DL,CVG,MCI,539,N
July,18,Sunday,843,Morning,UA,LAX,OGG,2486,N
July,18,Sunday,715,Morning,WN,BWI,RDU,255,N
September,1,Thursday,1505,Afternoon,XE,IAH,LBB,458,Y
October,25,Monday,1320,Afternoon,XE,BRO,IAH,308,N
December,27,Tuesday,639,Morning,AA,LGA,DFW,1389,N
August,27,Sunday,1006,Morning,AA,RDU,ORD,647,N
December,23,Thursday,710,Morning,MQ,AUS,RDU,1162,Y
July,27,Wednesday,645,Morning,CO,MSP,IAH,1034,N
February,21,Monday,1352,Afternoon,DL,SAT,ATL,874,Y
June,5,Sunday,1158,Morning,US,MCO,PIT,834,N
August,11,Thursday,1433,Afternoon,UA,IAD,DEN,1452,N
August,27,Friday,827,Morning,DL,ATL,GSP,153,N
November,14,Monday,1409,Afternoon,NW,MSP,MCO,1310,Y
December,6,Tuesday,914,Morning,WN,BWI,BUF,281,N
March,21,Monday,1459,Afternoon,XE,EWR,ORF,284,N
March,30,Tuesday,924,Morning,UA,ORD,BOS,867,N
December,3,Friday,1248,Afternoon,OO,SFO,RNO,192,N
February,9,Wednesday,1536,Afternoon,AA,SJU,FLL,1046,N
January,12,Wednesday,1622,Afternoon,DL,RSW,BOS,1249,N
March,22,Tuesday,1244,Afternoon,AA,LAX,EWR,2454,N
February,4,Friday,811,Morning,AA,LAX,DFW,1235,N
August,16,Monday,1525,Afternoon,OH,BGR,CVG,906,Y
April,5,Tuesday,1524,Afternoon,UA,SEA,SFO,679,N
March,8,Monday,1330,Afternoon,WN,MCI,MDW,405,N
June,16,Wednesday,1658,Afternoon,NW,DTW,PIT,201,N
September,25,Sunday,1630,Afternoon,WN,TUL,HOU,453,N
October,25,Monday,1429,Afternoon,DL,ATL,TLH,223,N
December,15,Thursday,1438,Afternoon,CO,JFK,IAH,1417,Y
February,7,Sunday,1058,Morning,US,CLT,DCA,331,N
November,11,Thursday,1754,Afternoon,CO,DTW,IAH,1076,N
October,17,Sunday,1341,Afternoon,CO,EWR,ORD,719,N
October,21,Thursday,1617,Afternoon,AA,LGA,MIA,1097,N
August,18,Wednesday,558,Night,NW,DFW,DTW,987,N
February,8,Tuesday,1234,Afternoon,AA,XNA,DFW,281,N
August,17,Wednesday,951,Morning,WN,PHX,SAN,304,N
March,11,Thursday,1052,Morning,DL,MDW,ATL,590,N
December,26,Sunday,1055,Morning,DL,EWR,CVG,569,N
July,11,Monday,1532,Afternoon,MQ,ORD,OMA,416,Y
May,15,Sunday,830,Morning,WN,HOU,SAT,192,N
July,2,Sunday,1505,Afternoon,US,PHX,PIT,1813,N
August,9,Monday,1500,Afternoon,US,DCA,PVD,357,N
September,25,Sunday,1855,Evening,MQ,LAX,SAN,109,N
September,23,Thursday,1027,Morning,NW,MSP,ORD,334,N
January,15,Sunday,1050,Morning,HA,LIH,HNL,102,N
April,25,Sunday,1043,Morning,OO,PDX,SEA,129,N
August,1,Sunday,950,Morning,OH,CVG,BOS,752,N
September,30,Friday,1751,Afternoon,WN,LAS,DEN,629,N
July,6,Wednesday,1012,Morning,YV,DRO,DEN,251,Y
March,14,Monday,844,Morning,XE,CLE,CMH,112,N
February,20,Sunday,1212,Afternoon,WN,PHX,ELP,347,N
May,24,Tuesday,1045,Morning,OH,CVG,GRR,268,N
October,24,Sunday,1034,Morning,AA,MCI,DFW,460,Y
February,12,Friday,1055,Morning,XE,IAH,DFW,224,N
June,30,Thursday,1543,Afternoon,NW,MSP,BNA,695,Y
March,31,Wednesday,1603,Afternoon,NW,SEA,MSP,1399,N
November,22,Tuesday,2117,Evening,CO,LGA,IAH,1416,Y
July,11,Sunday,853,Morning,DL,MKE,ATL,669,Y
May,29,Sunday,735,Morning,OO,CPR,SLC,320,N
October,2,Sunday,751,Morning,WN,SAN,SMF,480,N
April,26,Monday,1530,Afternoon,WN,BWI,ISP,220,N
September,20,Monday,1634,Afternoon,XE,EWR,XNA,1130,Y
November,23,Tuesday,1520,Afternoon,DH,IAD,CRW,227,N
September,28,Wednesday,819,Morning,DL,SLC,LAS,368,N
December,12,Sunday,1705,Afternoon,XE,SDF,EWR,642,N
May,24,Tuesday,1224,Afternoon,NW,SEA,MEM,1870,N
July,13,Wednesday,855,Morning,NW,JAC,MSP,872,N
November,28,Sunday,615,Morning,WN,ONT,SJC,333,N
November,16,Tuesday,1241,Afternoon,B6,LGB,JFK,2465,N
June,20,Sunday,1055,Morning,AA,DFW,ONT,1189,N
July,5,Monday,1434,Afternoon,AA,BOS,SFO,2704,N
October,14,Friday,1620,Afternoon,CO,IAH,JFK,1417,N
December,11,Sunday,1520,Afternoon,OO,ORD,MEM,491,Y
June,1,Wednesday,1620,Afternoon,EV,XNA,ATL,589,Y
September,26,Sunday,2050,Evening,AA,MCO,LGA,950,Y
December,18,Sunday,1328,Afternoon,AA,ORD,BOS,867,N
August,1,Monday,2003,Evening,WN,LAS,AUS,1090,N
February,2,Wednesday,1610,Afternoon,EV,AVL,ATL,164,N
July,14,Thursday,1125,Morning,MQ,SAN,LAX,109,N
July,21,Wednesday,1454,Afternoon,OO,LAX,OAK,337,N
August,6,Friday,1647,Afternoon,AA,DFW,SAN,1171,N
December,20,Tuesday,1427,Afternoon,OH,LGA,RDU,431,Y
November,3,Thursday,2300,Evening,AS,SEA,GEG,224,N
June,19,Sunday,1445,Afternoon,UA,IAD,LAX,2288,N
April,8,Thursday,2014,Evening,UA,SFO,LAS,414,N
August,27,Sunday,1030,Morning,MQ,MEM,ORD,491,N
May,28,Friday,1930,Evening,WN,MCO,MDW,989,N
April,20,Tuesday,1520,Afternoon,CO,DFW,IAH,224,N
October,22,Sunday,1805,Evening,WN,LAX,ELP,714,N
February,19,Friday,1449,Afternoon,DL,ATL,DAY,432,N
February,6,Sunday,1711,Afternoon,UA,PDX,SFO,550,N
December,17,Sunday,1335,Afternoon,UA,LAS,IAD,2066,Y
June,30,Thursday,1301,Afternoon,AA,SFO,ORD,1846,N
January,2,Sunday,757,Morning,NW,GRB,DTW,288,Y
March,27,Sunday,1153,Morning,US,LGA,BOS,185,N
July,7,Wednesday,727,Morning,DL,MCO,BOS,1121,N
July,9,Sunday,550,Night,FL,PHF,ATL,508,N
December,18,Sunday,730,Morning,OH,CHS,CVG,497,N
July,8,Friday,715,Morning,AS,PDX,SAN,933,N
August,24,Tuesday,619,Morning,UA,SAN,DEN,853,N
July,13,Tuesday,701,Morning,US,DTW,CLT,500,N
September,19,Monday,2228,Evening,UA,LAX,BOS,2611,N
June,2,Wednesday,1300,Afternoon,DH,IAD,HPN,247,N
July,1,Friday,604,Morning,TZ,LGA,MDW,725,N
August,17,Wednesday,1240,Afternoon,WN,LAS,RNO,345,N
December,4,Sunday,1504,Afternoon,OH,CVG,TUL,646,Y
August,10,Wednesday,918,Morning,EV,GPT,ATL,352,Y
March,28,Sunday,1100,Morning,WN,PHX,LAS,256,Y
April,19,Monday,1953,Evening,NW,MEM,VPS,369,N
September,6,Monday,1103,Morning,NW,MSP,MIA,1501,Y
March,8,Monday,1905,Evening,MQ,ORD,CMI,135,N
May,14,Sunday,1233,Afternoon,MQ,BGR,BOS,201,Y
April,23,Friday,1307,Afternoon,XE,MCI,IAH,643,N
November,5,Sunday,1653,Afternoon,AQ,OGG,HNL,100,N
December,17,Friday,1633,Afternoon,AS,LAS,SEA,866,Y
April,5,Monday,2256,Evening,AA,DFW,OKC,175,Y
December,15,Wednesday,1037,Morning,AA,SAT,DFW,247,N
January,3,Monday,626,Morning,YV,CLT,IAD,321,N
December,5,Monday,922,Morning,AA,EWR,DFW,1372,N
September,24,Friday,1550,Afternoon,WN,STL,OMA,342,N
June,5,Sunday,707,Morning,US,SYR,PHL,228,N
February,1,Monday,1822,Evening,XE,IAD,CLE,288,N
November,27,Sunday,1811,Evening,DL,TPA,JFK,1005,N
April,25,Sunday,2033,Evening,XE,CLE,GRR,214,N
August,1,Sunday,1301,Afternoon,WN,SMF,SEA,605,N
March,3,Wednesday,813,Morning,DL,JAN,ATL,341,N
August,3,Tuesday,1329,Afternoon,US,PHL,IND,587,N
January,7,Thursday,1333,Afternoon,CO,IAH,MIA,964,N
July,23,Friday,1438,Afternoon,OO,PSP,LAX,110,N
March,18,Friday,1655,Afternoon,XE,EWR,CVG,569,Y
April,4,Sunday,755,Morning,OO,ORD,LNK,466,N
February,2,Wednesday,1341,Afternoon,MQ,ORD,HPN,738,N
February,23,Wednesday,1306,Afternoon,AA,MCO,SJU,1189,N
July,2,Sunday,1722,Afternoon,WN,TPA,PHX,1788,Y
January,30,Sunday,1121,Morning,UA,DEN,IAD,1452,N
October,2,Sunday,1828,Evening,WN,SJC,LAX,308,N
March,10,Wednesday,606,Morning,DL,DEN,SLC,391,N
January,25,Monday,1740,Afternoon,HP,LAS,DEN,629,N
September,21,Wednesday,1221,Afternoon,XE,EWR,IND,644,N
September,21,Tuesday,2041,Evening,UA,ORD,DCA,612,N
February,7,Monday,1422,Afternoon,EV,ATL,EYW,646,N
April,13,Tuesday,1000,Morning,NW,MEM,IAH,469,Y
June,21,Tuesday,559,Night,WN,OAK,LAX,337,N
February,28,Monday,1808,Evening,FL,ATL,PIT,526,Y
July,6,Tuesday,1219,Afternoon,HP,PHX,ELP,347,N
September,21,Wednesday,1356,Afternoon,WN,SAN,PHX,304,Y
November,19,Sunday,1121,Morning,WN,SJC,SEA,697,Y
April,20,Wednesday,1845,Evening,MQ,DTW,ORD,235,N
October,5,Tuesday,1054,Morning,WN,LAX,ABQ,677,N
December,20,Monday,1525,Afternoon,WN,PVD,TPA,1137,N
June,21,Tuesday,1011,Morning,UA,SFO,IAD,2419,N
September,9,Thursday,1427,Afternoon,EV,ATL,ICT,781,N
January,19,Wednesday,702,Morning,WN,MHT,BWI,377,N
January,5,Wednesday,1122,Morning,UA,PHX,LAX,370,N
May,30,Monday,1534,Afternoon,EV,ATL,TUL,674,N
August,20,Sunday,2147,Evening,OO,MRY,SFO,77,Y
August,11,Wednesday,1801,Evening,AA,IAH,ORD,925,Y
August,24,Wednesday,1515,Afternoon,MQ,EWR,BOS,200,N
October,21,Friday,2148,Evening,US,CLT,BDL,644,N
April,26,Tuesday,1737,Afternoon,AA,SNA,DFW,1205,N
August,19,Thursday,825,Morning,WN,DAL,MAF,319,N
September,13,Tuesday,1834,Evening,AS,ANC,BET,399,N
December,6,Tuesday,1833,Evening,DL,BNA,ATL,214,N
January,12,Wednesday,1550,Afternoon,EV,ATL,HSV,151,N
November,29,Monday,1559,Afternoon,OO,SLC,PHX,507,N
November,9,Wednesday,1317,Afternoon,OO,CLD,LAX,86,Y
February,25,Friday,1530,Afternoon,OH,BWI,BOS,370,Y
April,2,Friday,1834,Evening,AS,RNO,SEA,564,N
July,22,Thursday,630,Morning,OO,FAT,SFO,158,N
March,14,Monday,900,Morning,NW,ORF,DTW,529,N
July,22,Friday,621,Morning,EV,MSN,ATL,707,N
January,12,Tuesday,1023,Morning,AS,SEA,BOI,399,N
February,2,Wednesday,1644,Afternoon,DL,ATL,IAD,533,N
May,12,Thursday,1937,Evening,UA,PHL,ORD,678,Y
June,17,Friday,1645,Afternoon,AA,BDL,ORD,783,N
January,24,Sunday,1815,Evening,WN,MCI,LAS,1140,N
July,13,Wednesday,2152,Evening,UA,IAD,OAK,2408,N
October,28,Thursday,730,Morning,WN,PDX,BOI,344,N
June,15,Tuesday,1330,Afternoon,OH,CVG,ORF,485,N
January,4,Tuesday,1711,Afternoon,AA,ORD,STL,258,Y
August,23,Tuesday,635,Morning,XE,RDU,CLE,416,N
May,7,Sunday,2134,Evening,AA,DFW,ATL,732,Y
March,3,Wednesday,1312,Afternoon,CO,FLL,CLE,1062,N
July,31,Sunday,956,Morning,F9,PHX,DEN,602,N
February,28,Monday,1031,Morning,F9,DEN,IAH,861,N
July,16,Friday,632,Morning,AA,CLT,MIA,650,N
August,10,Wednesday,644,Morning,NW,GRR,DTW,120,N
January,4,Tuesday,2155,Evening,US,PHX,DEN,602,N
February,22,Monday,1409,Afternoon,OO,MRY,SFO,77,N
July,29,Thursday,812,Morning,AA,LAX,ORD,1745,N
August,18,Wednesday,943,Morning,AA,DFW,SAT,247,N
May,8,Sunday,602,Morning,EV,CAE,CVG,404,N
September,8,Wednesday,1950,Evening,WN,LAS,LAX,236,N
June,4,Sunday,738,Morning,WN,LAX,TUS,451,N
January,7,Thursday,1712,Afternoon,UA,SFO,IAD,2419,Y
March,26,Friday,917,Morning,NW,DCA,DTW,405,N
November,26,Friday,2152,Evening,UA,ORD,LAX,1745,N
September,28,Tuesday,703,Morning,B6,JFK,PBI,1028,N
November,18,Friday,1602,Afternoon,WN,LAS,SLC,368,N
October,12,Wednesday,1619,Afternoon,US,PHX,SLC,507,N
March,9,Tuesday,1643,Afternoon,UA,IAD,DEN,1452,N
August,29,Sunday,750,Morning,WN,OAK,SEA,671,N
April,20,Tuesday,1750,Afternoon,OH,JFK,JAX,829,N
July,5,Monday,1055,Morning,OO,LAX,PSP,110,N
September,26,Sunday,1910,Evening,WN,PVD,BWI,328,Y
September,4,Sunday,2025,Evening,WN,SAN,PHX,304,N
December,13,Monday,1737,Afternoon,XE,BNA,CLE,448,N
March,29,Monday,2155,Evening,HP,DFW,LAS,1055,Y
February,15,Tuesday,1425,Afternoon,US,PHX,SMF,647,Y
September,6,Monday,1705,Afternoon,WN,ISP,FLL,1093,N
February,3,Thursday,1727,Afternoon,DL,ATL,DCA,547,N
July,4,Sunday,1915,Evening,WN,RNO,LAS,345,Y
October,11,Monday,700,Morning,OH,EVV,CVG,170,N
February,15,Monday,1318,Afternoon,MQ,DFW,MEM,432,N
December,4,Sunday,1911,Evening,AA,DTW,DFW,987,N
October,28,Thursday,2135,Evening,TZ,MDW,MSP,349,N
August,27,Friday,1614,Afternoon,AA,ORD,SEA,1721,N
March,13,Sunday,1915,Evening,WN,MHT,PHL,290,Y
March,4,Thursday,2059,Evening,NW,MSP,LAN,455,N
July,25,Sunday,1813,Evening,UA,ORD,DCA,612,Y
February,3,Wednesday,2217,Evening,UA,LAX,EWR,2454,N
December,23,Thursday,1908,Evening,UA,IAD,LAX,2288,N
November,15,Monday,1125,Morning,UA,DEN,LAS,629,N
May,15,Sunday,605,Morning,YV,SAT,PHX,843,N
August,7,Sunday,2036,Evening,UA,DEN,SMF,910,N
March,19,Sunday,1530,Afternoon,WN,PDX,PHX,1009,Y
September,10,Sunday,652,Morning,US,RDU,PHL,336,N
July,4,Sunday,755,Morning,CO,SEA,EWR,2401,N
November,11,Thursday,855,Morning,WN,SEA,RNO,564,N
May,2,Sunday,950,Morning,DL,ATL,VPS,264,N
January,5,Wednesday,908,Morning,AA,MCI,ORD,403,N
April,10,Sunday,1445,Afternoon,AA,HNL,LAX,2556,N
February,19,Friday,2155,Evening,OH,CVG,CLT,335,N
August,13,Sunday,1726,Afternoon,AS,SJC,SEA,697,Y
October,28,Thursday,1755,Afternoon,MQ,DFW,SHV,190,N
November,28,Sunday,710,Morning,WN,BUR,PHX,369,N
October,9,Sunday,455,Night,OO,PSC,SEA,172,N
April,9,Friday,1709,Afternoon,HP,CMH,PHX,1671,N
March,29,Monday,1502,Afternoon,UA,DEN,PHX,602,N
January,28,Thursday,1510,Afternoon,WN,MDW,STL,251,N
May,17,Monday,1308,Afternoon,OO,SLC,TUS,601,N
April,29,Thursday,1750,Afternoon,OO,SBP,SFO,191,N
May,9,Sunday,2043,Evening,HP,LAS,SFO,414,Y
June,16,Wednesday,1910,Evening,CO,IAH,LAS,1222,N
August,6,Sunday,1831,Evening,XE,IAH,ABQ,744,Y
October,9,Sunday,828,Morning,OO,LAX,SJC,308,N
June,27,Monday,1710,Afternoon,WN,AUS,DAL,189,N
February,26,Sunday,1837,Evening,AA,LAX,DFW,1235,N
July,31,Sunday,1025,Morning,YV,ONT,LAS,197,N
April,9,Sunday,1938,Evening,WN,LAX,LAS,236,Y
November,17,Thursday,1142,Morning,WN,CLE,BNA,448,N
January,2,Sunday,2204,Evening,US,DTW,LAS,1750,Y
September,5,Sunday,1319,Afternoon,CO,BOS,IAH,1597,N
June,24,Thursday,1124,Morning,NW,MSP,MCI,393,Y
October,4,Tuesday,1815,Evening,XE,MDW,CLE,307,Y
May,14,Sunday,910,Morning,OH,BNA,CVG,230,N
October,1,Friday,622,Morning,XE,MHT,CLE,544,N
May,15,Sunday,1245,Afternoon,AA,DFW,JFK,1391,N
October,12,Wednesday,1957,Evening,WN,BWI,SAN,2295,Y
July,21,Thursday,1420,Afternoon,WN,DTW,MDW,229,N
March,27,Sunday,533,Night,FL,FLL,ATL,581,N
May,29,Sunday,1655,Afternoon,WN,HOU,MSY,303,N
July,25,Sunday,1117,Morning,DL,SLC,SJC,585,N
July,24,Sunday,1152,Morning,AQ,HNL,LIH,102,N
August,22,Monday,1524,Afternoon,NW,TPA,DTW,983,N
November,27,Sunday,638,Morning,FL,DFW,MDW,797,N
November,8,Tuesday,36,Night,AA,LAX,DFW,1235,N
March,1,Monday,635,Morning,NW,DTW,TPA,983,N
December,10,Friday,1122,Morning,HP,PHX,SEA,1107,N
April,11,Sunday,717,Morning,UA,LAX,JFK,2475,N
September,1,Wednesday,1031,Morning,AA,LGA,MIA,1097,N
August,27,Sunday,931,Morning,AA,DEN,DFW,641,N
June,1,Wednesday,1400,Afternoon,OH,CVG,IAH,871,N
December,30,Friday,2123,Evening,WN,PHX,SMF,647,N
November,3,Wednesday,1324,Afternoon,AA,SLC,ORD,1249,N
August,21,Sunday,716,Morning,US,MSY,CLT,651,N
January,19,Wednesday,1417,Afternoon,WN,MCO,BWI,787,N
May,31,Monday,1350,Afternoon,US,TPA,DCA,814,N
March,13,Sunday,1557,Afternoon,EV,ATL,MKE,669,Y
May,13,Friday,1954,Evening,MQ,DFW,JAN,408,Y
September,8,Thursday,2208,Evening,NW,MSP,FAR,223,N
October,31,Monday,928,Morning,AQ,OGG,LIH,202,N
April,19,Monday,1300,Afternoon,DL,SNA,SLC,588,N
July,5,Monday,1102,Morning,AA,ORD,STL,258,Y
August,10,Tuesday,1600,Afternoon,AA,LGA,MIA,1097,N
February,21,Monday,937,Morning,YV,ORD,ABE,654,Y
June,6,Monday,930,Morning,EV,ATL,EVV,350,N
September,15,Wednesday,2034,Evening,US,LGA,BUF,292,N
January,23,Sunday,1639,Afternoon,OO,DEN,COS,72,N
July,17,Sunday,845,Morning,CO,IAH,LGA,1416,N
October,21,Friday,1815,Evening,MQ,BOS,JFK,187,N
January,18,Tuesday,851,Morning,NW,MEM,LAX,1619,Y
July,18,Sunday,955,Morning,WN,BWI,SAN,2295,N
August,17,Wednesday,1507,Afternoon,OO,SLC,RNO,422,N
April,6,Tuesday,1144,Morning,HP,LAS,SAN,258,N
January,11,Tuesday,827,Morning,WN,HOU,SAT,192,N
February,23,Wednesday,1020,Morning,NW,MSP,BWI,936,N
March,28,Monday,1125,Morning,OO,SLC,EUG,619,N
December,16,Friday,715,Morning,NW,MHT,DTW,609,Y
August,3,Wednesday,1721,Afternoon,MQ,SNA,SJC,342,N
July,31,Sunday,559,Night,UA,IAD,ORD,589,N
June,23,Wednesday,1752,Afternoon,MQ,DFW,ICT,328,N
February,5,Friday,1040,Morning,MQ,BWI,BOS,370,N
June,11,Sunday,951,Morning,DL,SLC,MCO,1929,N
November,20,Sunday,2150,Evening,MQ,ORD,CLE,316,N
February,1,Monday,820,Morning,WN,HOU,TUL,453,N
October,25,Tuesday,2034,Evening,WN,DAL,HOU,239,Y
May,9,Monday,527,Night,AQ,HNL,KOA,163,N
October,16,Sunday,1928,Evening,OH,CVG,GSP,317,Y
August,28,Sunday,711,Morning,WN,HOU,LAS,1235,N
June,5,Sunday,1720,Afternoon,EV,MEI,ATL,267,N
January,1,Sunday,1020,Morning,WN,MHT,MDW,838,Y
October,12,Wednesday,1959,Evening,WN,MDW,MCI,405,N
June,1,Wednesday,1220,Afternoon,OO,ELP,DEN,563,N
February,14,Sunday,1704,Afternoon,US,RIC,PHL,198,N
June,5,Sunday,2318,Evening,UA,SEA,IAD,2306,N
June,14,Tuesday,1719,Afternoon,EV,SLC,MKE,1246,N
March,16,Tuesday,1635,Afternoon,WN,MDW,SDF,271,N
August,20,Friday,700,Morning,WN,BWI,MHT,377,N
February,1,Tuesday,1549,Afternoon,UA,ORD,TPA,1012,N
December,13,Monday,1257,Afternoon,XE,PHL,CLE,363,N
July,31,Sunday,1927,Evening,WN,DAL,HOU,239,N
December,4,Sunday,1734,Afternoon,NW,CMH,DTW,155,Y
July,31,Sunday,1550,Afternoon,OH,LEX,CVG,70,Y
March,9,Wednesday,1512,Afternoon,EV,ATL,GRR,640,N
October,21,Thursday,1120,Morning,WN,SJC,RNO,188,N
August,12,Friday,1120,Morning,WN,SAN,LAS,258,N
August,8,Sunday,930,Morning,WN,FLL,PHL,992,N
April,14,Wednesday,1528,Afternoon,DH,IAD,GSP,383,N
July,19,Monday,1733,Afternoon,UA,AUS,DEN,775,N
May,14,Sunday,1635,Afternoon,WN,PDX,SMF,479,N
March,21,Sunday,1654,Afternoon,WN,AUS,PHX,872,Y
November,6,Sunday,950,Morning,AA,LAS,SJC,386,N
November,27,Sunday,1248,Afternoon,UA,LAX,PHX,370,N
October,19,Tuesday,1610,Afternoon,NW,SGF,MEM,243,N
June,25,Sunday,728,Morning,US,PIT,FLL,994,N
