Category,Description,Ash,Beta Carotene,Carbohydrate,Cholesterol,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat: Monosaturated Fat,Fat: Polysaturated Fat,Fat: Saturated Fat,Fat: Total Lipid,Major Minerals: Calcium,Major Minerals: Copper,Major Minerals: Iron,Major Minerals: Magnesium,Major Minerals: Phosphorus,Major Minerals: Potassium,Major Minerals: Sodium,Major Minerals: Zinc,Vitamins: Vitamin A - IU,Vitamins: Vitamin A - RAE,Vitamins: Vitamin B12,Vitamins: Vitamin B6,Vitamins: Vitamin C,Vitamins: Vitamin E,Vitamins: Vitamin K
Milk,"Milk,Goat,Fluid",0.82,7,4.45,11,0,69,0,0,0.018,0.277,3.56,56,0.138,1.4,4.449999809,0.048,87.03,1.109,0.149,2.667,4.14,134,0.046,0.05,14,111,204,50,0.3,198,57,0.07,0.046,1.3,0.07,0.3
Milk,"Milk,Human,Mature,Fluid",0.2,7,6.89,14,0,70,0,0,0.026,0.177,1.03,60,0.036,1.8,6.889999866,0.014,87.5,1.658,0.497,2.009,4.38,32,0.052,0.03,3,14,51,17,0.17,212,61,0.05,0.011,5,0.08,0.3
Milk,"Milk,Indian Buffalo,Fluid",0.79,0,5.18,19,0,97,0,0,0.018,0.091,3.75,53,0.135,0,0,0.052,83.39,1.787,0.146,4.597,6.89,169,0.046,0.12,31,117,178,52,0.22,178,53,0.36,0.023,2.3,0,0
Milk,"Milk,Sheep,Fluid",0.96,0,5.36,27,0,108,0,0,0.018,0.417,5.98,44,0.355,1.7,0,0.065,80.7,1.724,0.308,4.603,7,193,0.046,0.1,18,158,137,44,0.54,147,44,0.71,0.06,4.2,0,0
Milk Shakes,"Milk Shakes,Thick Choc",0.9,4,21.15,11,0.300000012,119,0,0,0.039,0.124,3.05,18,0.222,1.9,20.85000038,0.047,72.2,0.78,0.1,1.681,2.7,132,0.065,0.31,16,126,224,111,0.48,67,18,0.32,0.025,0,0.05,0.2
Milk Shakes,"Milk Shakes,Thick Vanilla",0.91,5,17.75,12,0,112,0,0,0.014,0.146,3.86,25,0.195,2.3,17.75,0.03,74.45,0.875,0.113,1.886,3.03,146,0.051,0.1,12,115,183,95,0.39,91,25,0.52,0.042,0,0.05,0.2
Whey,"Whey,Acid,Fluid",0.61,0,5.12,1,0,24,0,0,0.002,0.079,0.76,2,0.14,1.8,5.119999886,0.042,93.42,0.025,0.004,0.057,0.09,103,0.003,0.08,10,78,143,48,0.43,7,2,0.18,0.042,0.1,0,0
Whey,"Whey,Acid,Dried",10.77,1,73.45,3,0,339,0,0,0.015,1.16,11.73,17,2.06,27.3,73.44999695,0.622,3.51,0.149,0.021,0.342,0.54,2054,0.05,1.24,199,1349,2289,968,6.31,59,17,2.5,0.62,0.9,0,0
Whey,"Whey,Sweet,Fluid",0.53,1,5.14,2,0,27,0,0,0.001,0.074,0.85,3,0.158,1.9,5.139999866,0.036,93.12,0.1,0.011,0.23,0.36,47,0.004,0.06,8,46,161,54,0.13,12,3,0.28,0.031,0.1,0,0
Whey,"Whey,Sweet,Dried",8.35,2,74.46,6,0,353,0,0,0.009,1.258,12.93,8,2.208,27.2,74.45999908,0.519,3.19,0.297,0.034,0.684,1.07,796,0.07,0.88,176,932,2080,1079,1.97,30,8,2.37,0.584,1.5,0.02,0.1
Yogurt,"Yogurt,Pln,Whl Milk,8 Grams Prot Per 8 Oz",0.72,5,4.66,13,0,61,0,0,0.004,0.075,3.47,27,0.142,2.2,4.659999847,0.029,87.9,0.893,0.092,2.096,3.25,121,0.009,0.05,12,95,155,46,0.59,99,27,0.37,0.032,0.5,0.06,0.2
Yogurt,"Yogurt,Pln,Lofat,12 Grams Prot Per 8 Oz",1.09,2,7.04,6,0,63,0,0,0.004,0.114,5.25,14,0.214,3.3,7.039999962,0.044,85.07,0.426,0.044,1,1.55,183,0.013,0.08,17,144,234,70,0.89,51,14,0.56,0.049,0.8,0.03,0.2
Yogurt,"Yogurt,Pln,Skim Milk,13 Grams Prot Per 8 Oz",1.18,0,7.68,2,0,56,0,0,0.005,0.124,5.73,2,0.234,3.6,7.679999828,0.048,85.23,0.049,0.005,0.116,0.18,199,0.015,0.09,19,157,255,77,0.97,7,2,0.61,0.053,0.9,0,0.2
Yogurt,"Yogurt,Vanilla,Lofat,11 Grams Prot Per 8 Oz",1.02,2,13.8,5,0,85,0,0,0.004,0.107,4.93,12,0.201,4.9,13.80000019,0.042,79,0.343,0.036,0.806,1.25,171,0.013,0.07,16,135,219,66,0.83,43,12,0.53,0.045,0.8,0.02,0.1
Yogurt,"Yogurt,Fruit,Lofat,9 Grams Prot Per 8 Oz",0.93,2,18.64,5,0,99,0,0,0.064,0.086,3.98,11,0.162,2.8,18.63999939,0.034,75.3,0.316,0.033,0.742,1.15,138,0.079,0.06,13,109,177,53,0.67,40,11,0.43,0.037,0.6,0.02,0.1
Yogurt,"Yogurt,Fruit,Lofat,10 Grams Prot Per 8 Oz",1.02,2,19.05,4,0,102,0,0,0.065,0.095,4.37,10,0.178,3.1,19.04999924,0.037,74.48,0.297,0.031,0.697,1.08,152,0.08,0.07,15,119,195,58,0.74,36,10,0.47,0.04,0.7,0.02,0.1
Yogurt,"Yogurt,Fruit,Lofat,11 Grams Prot Per 8 Oz",1.03,0,18.6,6,0,105,0,0,0.065,0.105,4.86,0,0.198,3.1,0,0.041,74.1,0.387,0.04,0.909,1.41,169,0.08,0.07,16,133,216,65,0.82,60,0,0.52,0.045,0.7,0,0
Egg,"Egg,Whole,Raw,Fresh",0.86,10,0.77,423,0,143,331,0,0.038,0.07,12.58,139,0.478,31.7,0.769999981,0.069,75.84,3.81,1.364,3.099,9.94,53,0.102,1.83,12,191,134,140,1.11,487,140,1.29,0.143,0,0.97,0.3
Egg,"Egg,White,Raw,Fresh",0.63,0,0.73,0,0,48,0,0,0.011,0.105,10.9,0,0.439,20,0.709999979,0.004,87.57,0,0,0,0.17,7,0.023,0.08,11,15,163,166,0.03,0,0,0.09,0.005,0,0,0
Egg,"Egg,Yolk,Raw,Frsh",1.71,88,3.59,1234,0,317,1094,0,0.055,0.024,15.86,371,0.528,56,0.560000002,0.176,52.31,11.738,4.204,9.551,26.54,129,0.077,2.73,5,390,109,48,2.3,1442,381,1.95,0.35,0,2.58,0.7
Egg,"Egg,Yolk,Raw,Frozen",1.55,85,1.15,1075,0,303,1055,0,0.062,0.045,15.5,423,0.52,41.8,0.50999999,0.155,56.2,9.747,3.628,7.82,25.6,138,0.024,3.34,9,417,118,67,2.88,1609,433,1.82,0.345,0,2.49,0.7
Egg,"Egg,Yolk,Raw,Frz,Sugared",1.4,0,10.8,959,0,307,0,0,0.059,0.023,13.8,395,0.53,37.7,0,0.135,51.25,8.614,3.244,6.97,22.75,123,0.012,3.14,10,384,103,67,2.81,1315,395,1.77,0.284,0,0,0
Egg,"Egg,Whl,Ckd,Fried",1.05,46,0.88,457,0,196,358,0,0.041,0.077,13.63,193,0.518,34.2,0.829999983,0.075,69.13,6.346,2.66,4.294,15.31,59,0.111,1.98,13,208,147,204,1.2,729,198,1.39,0.155,0,1.22,5.6
Egg,"Egg,Whl,Ckd,Hard-Boiled",1.08,11,1.12,424,0,155,353,0,0.026,0.064,12.58,168,0.513,30.8,1.120000005,0.066,74.62,4.077,1.414,3.267,10.61,50,0.013,1.19,10,172,126,124,1.05,586,169,1.11,0.121,0,1.03,0.3
Egg,"Egg,Whole,Cooked,Omelet",0.84,36,0.68,356,0,157,279,0,0.032,0.06,10.59,152,0.404,26.7,0.649999976,0.058,75.87,4.971,2.252,3.296,12.03,47,0.088,1.55,10,162,114,161,0.93,572,155,1.09,0.121,0,1.22,4.5
Egg,"Egg,Whl,Ckd,Poached",1.26,10,0.76,422,0,142,330,0,0.039,0.059,12.53,138,0.405,31.6,0.769999981,0.055,75.54,3.795,1.359,3.087,9.9,53,0.102,1.83,12,190,133,294,1.1,485,139,1.28,0.121,0,0.96,0.3
Egg,"Egg,Whl,Ckd,Scrmbld",1.36,33,2.2,352,0,167,245,0,0.022,0.079,11.09,140,0.437,22.5,1.730000019,0.052,73.15,4.768,2.148,3.679,12.21,71,0.014,1.2,12,170,138,280,1,526,143,0.77,0.118,0.2,1.09,4
Egg,"Egg,Whole,Dried",3.65,41,4.95,1715,0,594,1329,0,0.125,0.305,47.35,270,1.54,119.6,3.079999924,0.195,3.1,15.337,5.804,12.727,40.95,231,0.196,6.79,42,831,493,523,5.28,997,275,3.95,0.388,0,3.88,1.2
Egg,"Egg,Whl,Dried,Stabilized,Glucose Red",3.63,0,2.38,2017,0,615,0,0,0.15,0.259,48.17,616,1.232,121.1,0,0.325,1.87,17.564,5.713,13.198,43.95,222,0.27,8.28,49,715,515,548,5.71,2050,616,10.51,0.42,0,0,0
Egg,"Egg,White,Dried,Flakes,Glucose Red",4.25,0,4.17,0,0,351,0,0,0.07,0.675,76.92,0,2.162,116.8,4.170000076,0.035,14.62,0,0,0,0.04,83,0.23,0.23,67,83,1042,1156,0.15,0,0,0.49,0.023,0,0,0
Egg,"Egg,White,Dried,Pdr,Glucose Red",4.55,0,4.47,0,0,376,0,0,0.05,0.723,82.4,0,2.316,125.1,4.46999979,0.037,8.54,0,0,0,0.04,89,0.17,0.24,72,89,1116,1238,0.16,0,0,0.53,0.024,0,0,0
Egg,"Egg,Yolk,Dried",3.4,186,3.6,2335,0,666,2299,0,0.119,0.095,34.25,395,1.88,86.8,3.599999905,0.29,2.95,21.129,7.895,17.154,55.8,284,0.012,5.42,13,920,244,135,4.93,1751,417,5.33,0.66,0,5.42,1.5
Egg,"Egg,Duck,Whole,Fresh,Raw",1.14,14,1.45,884,0,185,459,0,0.038,0.2,12.81,192,0.404,36.4,0.930000007,0.156,70.83,6.525,1.223,3.681,13.77,64,0.062,3.85,17,220,222,146,1.41,674,194,5.4,0.25,0,1.34,0.4
Egg,"Egg,Goose,Whole,Fresh,Raw",1.08,13,1.35,852,0,185,442,0,0.038,0.189,13.87,185,0.382,36.9,0.939999998,0.147,70.43,5.747,1.672,3.595,13.27,60,0.062,3.64,16,208,210,138,1.33,650,187,5.1,0.236,0,1.29,0.4
Egg,"Egg,Quail,Whole,Fresh,Raw",1.1,11,0.41,844,0,158,369,0,0.038,0.15,13.05,155,0.79,32,0.409999996,0.13,74.35,4.324,1.324,3.557,11.09,64,0.062,3.65,13,226,132,141,1.47,543,156,1.58,0.15,0,1.08,0.3
Egg,"Egg,Turkey,Whl,Frsh,Raw",0.79,0,1.15,933,0,171,0,0,0.038,0.024,13.68,166,0.47,34.3,0,0.11,72.5,4.571,1.658,3.632,11.88,99,0.062,4.1,13,170,142,151,1.58,554,166,1.69,0.131,0,0,0
Egg Substitute,"Egg Substitute,Frozen",1.3,135,3.2,2,0,160,0,0,0.006,0.14,11.29,0,0.386,41.3,3.200000048,0.12,73.1,2.435,6.241,1.93,11.11,73,0.022,1.98,15,72,213,199,0.98,225,11,0.34,0.133,0.5,1.59,0.2
Egg Substitute,"Egg Substitute,Liquid",1.3,216,0.64,1,0,84,0,0,0.007,0.11,12,0,0.3,24.9,0.639999986,0.11,82.75,0.896,1.603,0.659,3.31,53,0.023,2.1,9,121,330,177,1.3,360,18,0.3,0.003,0,0.27,0.8
Egg Substitute,"Egg Substitute,Powder",5.84,0,21.8,572,0,444,0,0,0.08,0.577,55.5,369,1.76,127.7,21.79999924,0.226,3.86,5.341,1.683,3.766,13,326,0.207,3.16,65,478,744,800,1.82,1230,369,3.52,0.143,0.8,1.26,0.4
Butter,"Butter,Without Salt",0.04,158,0.06,215,0,717,0,0,0.004,0.042,0.85,671,0.034,1,0.059999999,0.005,17.94,21.021,3.043,51.368,81.11,24,0.016,0.02,2,24,24,11,0.09,2499,684,0.17,0.003,0,2.32,7
Cheese,"Cheese,Parmesan,Shredded",6.39,0,3.41,72,0,415,0,0,0.023,0.287,37.86,108,0.352,23.9,0,0.041,25,8.734,0.661,17.37,27.34,1253,0.037,0.87,51,735,97,1696,3.19,639,122,1.4,0.105,0,0,0
Cheese,"Cheese,Past Process,American,Wo/Di Na Po4",5.84,82,1.6,94,0,375,0,0,0.015,0.069,22.15,247,0.353,14.4,0.50999999,0.027,39.16,8.951,0.99,19.694,31.25,616,0.03,0.39,22,444,162,650,2.99,961,254,0.7,0.071,0,0.27,2.7
Cheese,"Cheese,Past Process,Swiss,Wo/Di Na Po4",5.85,0,2.1,85,0,334,0,0,0.014,0.038,24.73,221,0.276,15.9,0,0.014,42.31,7.046,0.622,16.045,25.01,772,0.027,0.61,29,540,216,681,3.61,808,225,1.23,0.036,0,0,0
Cheese Fd,"Cheese Fd,Past Process,American,W/Di Na Po4",5.35,65,7.29,64,0,328,0,0,0.01,0.14,19.61,196,0.442,16,7.429999828,0.029,43.15,7.206,0.723,15.443,24.6,574,0.03,0.84,31,754,279,1596,2.99,762,201,1.12,0.141,0,0.22,0
Cheese Sprd,"Cheese Sprd,Past Process,American,W/Di Na Po4",5.98,0,8.73,55,0,290,0,0,0.02,0.131,16.41,0,0.431,11.3,0,0.048,47.65,6.219,0.624,13.327,21.23,562,0.033,0.33,29,875,242,1625,2.59,788,0,0.4,0.117,0,0,0
Milk,"Milk,Nonfat,Fluid,Wo/ Vit A (Fat Free Or Skim)",0.76,0,4.85,2,0,35,0,0,0.002,0.088,3.41,2,0.14,2.1,5.090000153,0.036,90.8,0.047,0.007,0.117,0.18,123,0.011,0.04,11,101,166,52,0.4,7,2,0.38,0.04,1,0.04,0
Milk,"Milk,Red Fat,Fluid,2% Milkfat,W/ Nonfat Milk Sol,Wo/ Vit A",0.87,0,5.49,8,0,56,0,0,0.002,0.101,3.95,16,0.194,2.6,0,0.045,87.71,0.065,0.009,1.232,1.98,143,0.011,0.06,15,112,182,59,0.41,75,17,0.39,0.046,1.1,0,0
Milk,"Milk,Cnd,Evap,W/ Vit A",1.55,0,10.04,29,0,134,0,0,0.006,0.194,6.81,0,0.316,2.3,0,0.047,74.04,2.335,0.245,4.591,7.56,261,0.016,0.19,24,203,303,106,0.77,397,0,0.16,0.05,1.9,0,0
Milk,"Milk,Dry,Nonfat,Reg,W/ Vit A",7.93,1,51.98,20,0,362,0,0,0.02,0.951,36.16,653,1.55,27.3,51.97999954,0.415,3.16,0.2,0.03,0.499,0.77,1257,0.041,0.32,110,968,1794,535,4.08,2179,653,4.03,0.361,6.8,0,0.1
Milk,"Milk,Dry,Nonfat,Inst,Wo/ Vit A",8.03,1,52.19,18,0,358,0,0,0.02,0.891,35.1,4,1.744,27.3,52.18999863,0.413,3.96,0.19,0.03,0.47,0.72,1231,0.041,0.31,117,985,1705,549,4.41,15,4,3.99,0.345,5.6,0.01,0
Cheese,"Cheese,Goat,Hard Type",3.72,91,2.17,105,0,452,0,0,0.252,2.4,30.52,478,1.19,5.5,2.170000076,0.14,29.01,8.117,0.845,24.609,35.59,895,0.627,1.88,54,729,48,346,1.59,1745,486,0.12,0.08,0,0.31,3
Cheese,"Cheese,Goat,Semisoft Type",2.94,77,2.54,79,0,364,0,0,0.093,1.148,21.58,401,0.676,3.8,2.539999962,0.072,45.52,6.808,0.709,20.639,29.84,298,0.564,1.62,29,375,158,515,0.66,1464,407,0.22,0.06,0,0.26,2.5
Cheese,"Cheese,Goat,Soft Type",1.58,54,0.89,46,0,268,0,0,0.1,0.43,18.52,283,0.38,2.8,0.889999986,0.07,60.75,4.807,0.501,14.575,21.08,140,0.732,1.9,16,256,26,368,0.92,1033,288,0.19,0.25,0,0.18,1.8
Egg,"Egg,Yolk,Raw,Frz,Salted",10.6,0,1.6,955,0,274,0,0,0.062,0.04,14,357,0.43,37.7,0,0.13,50.8,8.849,3.15,7.028,23,114,0.109,3.75,10,431,117,3780,2.84,1190,357,2.52,0.261,0,0,0
Cheese Sub,"Cheese Sub,Mozzarella",5.27,0,23.67,0,0,248,0,0,0.028,0.317,11.47,437,0.444,19.2,23.67000008,0.026,47.36,6.243,1.738,3.711,12.22,610,0.11,0.4,41,583,455,685,1.92,1457,437,0.81,0.051,0.1,0.11,1
No Category,Cheese Fondue,1.85,0,3.77,45,0,229,0,0,0.099,0.19,14.23,107,0.196,9,0,0.027,61.61,3.563,0.484,8.721,13.47,476,0.026,0.39,23,306,105,132,1.96,414,109,0.83,0.055,0,0,0
Cheese Sau,"Cheese Sau,Prep From Recipe",2.41,0,5.48,38,0.100000001,197,0,0,0.04,0.204,10.33,163,0.243,6.6,0,0.044,66.86,4.735,1.397,8.034,14.92,311,0.019,0.35,19,229,142,493,1.26,606,166,0.35,0.045,0.6,0,0
Cheese,"Cheese,Mexican,Queso Anejo",5.89,4,4.63,105,0,373,0,0,0.037,0.032,21.44,54,0.209,14.5,4.630000114,0.02,38.06,8.528,0.901,19.033,29.98,680,0.008,0.47,28,444,87,1131,2.94,187,54,1.38,0.047,0,0.26,2.5
Cheese,"Cheese,Mexican,Queso Asadero",4.11,4,2.87,105,0,356,0,0,0.036,0.181,22.6,55,0.223,14.5,2.869999886,0.021,42.16,8.038,0.85,17.939,28.26,661,0.026,0.51,26,443,86,655,3.02,190,55,1,0.053,0,0.24,2.4
Cheese,"Cheese,Mexican,Queso Chihuahua",4.06,4,5.56,105,0,374,0,0,0.071,0.15,21.56,56,0.225,14.5,5.559999943,0.018,39.13,8.443,0.892,18.843,29.68,651,0.024,0.47,23,442,52,617,3.5,193,56,1.03,0.055,0,0.26,2.5
Cheese,"Cheese,Lofat,Cheddar Or Colby",3.64,4,1.91,21,0,173,0,0,0.006,0.051,24.35,60,0.221,14.5,0.519999981,0.012,63.1,2.082,0.222,4.342,7,415,0.021,0.42,16,484,66,612,1.82,207,60,0.49,0.045,0,0.06,0.6
Cheese,"Cheese,Low-Sodium,Cheddar Or Colby",2.13,84,1.91,100,0,398,0,0,0.011,0.086,24.35,257,0.375,14.5,0.49000001,0.021,38.98,9.189,0.972,20.768,32.62,703,0.036,0.72,27,484,112,21,3.09,996,264,0.83,0.076,0,0.28,2.7
Egg,"Egg,Whole,Raw,Frozen",0.95,0,1.05,432,0,148,0,0,0.034,0.075,11.95,158,0.46,30.8,0,0.06,75.85,3.886,1.412,3.147,10.2,59,0.053,1.85,11,202,130,133,1.38,525,158,1.07,0.162,0,0,0
Egg,"Egg,White,Raw,Frozen",0.6,0,1.05,0,0,47,0,0,0.007,0.1,9.8,0,0.4,17.6,0,0.005,88.55,0,0,0,0,7,0.012,0.05,10,13,136,158,0.02,0,0,0.06,0.004,0,0,0
Egg,"Egg,White,Dried",5.3,0,7.8,0,0,382,0,0,0.007,0.865,81.1,0,2.53,125.1,5.400000095,0.005,5.8,0,0,0,0,62,0.114,0.15,88,111,1125,1280,0.1,0,0,0.18,0.036,0,0,0
Sour Cream,"Sour Cream,Reduced Fat",0.9,27,7,35,0,181,0,0,0,0.07,7,117,0.24,4.1,0.300000012,0.04,71,4.1,0.5,8.7,14.1,141,0.01,0.06,11,85,211,70,0.27,436,119,0.3,0.02,0.9,0.4,0.7
Sour Cream,"Sour Cream,Light",0.7,21,7.1,35,0,136,0,0,0,0.07,3.5,88,0.12,3.1,0.219999999,0.04,78.1,3.1,0.4,6.6,10.6,141,0.016,0.07,10,71,212,71,0.5,328,90,0.42,0.02,0.9,0.3,0.5
Sour Cream,"Sour Cream,Fat Free",0.7,9,15.6,9,0,74,0,0,0,0.07,3.1,72,0.15,5.3,0.389999986,0.04,80.6,0,0,0,0,125,0.016,0,10,95,129,141,0.5,255,73,0.3,0.02,0,0,0
Usda Commodity,"Usda Commodity,Chs,Cheddar,Red Fat",4.3,95,2,56,0,282,0,0,0,0.06,27.2,142,0.3,15.5,0.579999983,0.03,48.2,5.02,0.75,11.6,18.3,905,0.021,0.13,35,583,93,725,4.3,633,150,1.66,0.084,0,0.16,1.5
Yogurt,"Yogurt,Van Or Lem Flav,Nonfat Milk,Swtnd W/Low-Calorie Swtnr",1,0,7.5,2,0,47,0,0,0,0.086,3.86,0,0.162,3.1,7.5,0.034,87.43,0.049,0.005,0.116,0.18,143,0.079,0.12,13,109,177,59,0.67,0,0,0.43,0.037,1.1,0,0
Parmesan Chs Topping,"Parmesan Chs Topping,Fat Free",6.4,13,40,20,0,370,0,0,0,0.2,40,39,0.05,43.3,1.5,0.05,8.6,1.446,0.186,3.11,5,800,0.02,5,40,700,600,1150,3,151,40,1.1,0.1,0,0.04,0.4
Cheese,"Cheese,Cream,Fat Free",3.77,11,7.66,12,0,105,0,0,0.017,0.23,15.69,10,0.265,4.9,5.480000019,0.04,71.87,0.25,0.057,0.644,1,351,0.036,0.19,22,523,278,702,1.5,53,11,0.95,0.05,0,0.02,0.2
Yogurt,"Yogurt,Choc,Nonfat Milk",1.37,0,23.53,1,1.200000048,108,0,0,0,0.223,3.53,0,0.215,7,14.97000027,0.047,71.57,0,0,0,0,88,0.209,0.42,40,166,339,135,1.13,0,0,0.5,0.047,0,0,0
No Category,Kraft Cheez Whiz Past Process Chs Sau,5.8,0,9.2,75,0.300000012,276,0,0,0,0,12,0,0.24,0,6.699999809,0,51.5,0,0,13.1,21,359,0,0.19,0,806,240,1638,1.64,649,0,0,0,0.4,0,0
No Category,Kraft Cheez Whiz Lt Past Process Chs Product,6.4,0,16.2,35,0.200000003,215,0,0,0,0,16.3,0,0.33,0,8.199999809,0,51.5,0,0,6.4,9.5,418,0,0.16,0,943,297,1705,2.36,628,0,0,0,0.4,0,0
No Category,Kraft Free Singles American Nonfat Past Process Chs Product,6.1,0,11.7,16,0.200000003,148,0,0,0,0,22.7,0,0.28,0,6.699999809,0,58,0,0,0.7,1,712,0,0.05,0,923,236,1298,2.5,2166,0,0,0,0.2,0,0
No Category,Kraft Velveeta Past Process Chs Sprd,6,0,9.8,80,0,303,0,0,0,0,16.3,0,0.35,0,8.100000381,0,45.8,0,0,14.4,22,466,0,0.18,0,863,335,1499,1.84,1107,0,0,0,0.2,0,0
No Category,Kraft Velveeta Lt Red Fat Past Process Chs Product,6.6,0,11.8,42,0,222,0,0,0,0,19.6,0,0.65,0,8.5,0,51.3,0,0,7.1,10.6,574,0,0.14,0,1024,345,1586,2.49,982,0,0,0,0.1,0,0
No Category,Kraft Breakstone'S Red Fat Sour Crm,0.8,0,6.5,50,0.100000001,152,0,0,0,0,4.5,0,0,0,6.400000095,0,76.2,0,0,7.6,12,161,0,0.06,0,110,210,59,0,1053,0,0,0,1.1,0,0
No Category,Kraft Breakstone'S Free Fat Free Sour Crm,1.2,0,15.1,9,0,91,0,0,0,0,4.7,0,0,0,7.199999809,0,77.7,0,0,0.8,1.3,141,0,0.05,0,116,219,72,0,679,0,0,0,1.2,0,0
No Category,Kraft Breyers Lowfat Strawberry Yogurt (1% Milkfat),0.7,0,18.2,9,0.200000003,96,0,0,0,0,3.8,0,0.19,0,17.39999962,0,76.5,0,0,0.5,0.8,125,0,0.1,0,89,192,52,0,34,0,0.53,0,0,0,0
No Category,Kraft Breyers Lt N' Lvly Lowfat Str'Bery Yogurt (1% Milkfat),0.6,0,21.9,9,0.200000003,108,0,0,0,0,3.2,0,0.14,0,19.60000038,0,73.3,0,0,0.5,0.8,91,0,0.11,0,67,151,45,0,30,0,0.46,0,0,0,0
No Category,Kraft Breyers Smoth&Crmy Lowfat Str'Bery Yogurt (1% Milkfat),0.7,0,19.9,9,0.300000012,102,0,0,0,0,3.8,0,0.18,0,17.20000076,0,74.8,0,0,0.5,0.9,108,0,0.13,0,78,177,55,0,31,0,0.52,0,0,0,0
No Category,Kraft Breyers Lt Nonfat Str'Bery Yogurt (W/Asprt&Fruct Sw'T),0.6,0,9.9,5,0,55,0,0,0,0,3.4,0,0.14,0,7.699999809,0,86,0,0,0.1,0.2,95,0,0.11,0,68,146,45,0,4,0,0.41,0,0.6,0,0
Cream,"Cream,Half & Half,Fat Free",1,3,9,5,0,59,0,0,0.002,0.124,2.6,12,0.237,2.9,5,0.056,86,0.384,0.052,0.841,1.4,96,0.016,0,16,151,206,144,0.81,43,12,0.52,0.062,0.7,0.04,0.2
No Category,Reddi Wip Fat Free Whipped Topping,0.56,9,25,16,0.400000006,149,0,0,0,0.364,3,48,0.619,3,16,0.148,66.44,1.25,0.299,2.869,5,108,0.019,0.03,8,68,108,72,0.31,175,49,1.48,0.123,0,0.09,0.3
Milk,"Milk,Choc,Fluid,Comm,Red Fat,W/ Added Ca",0.81,11,12.13,8,0.699999988,78,0,0,0.062,0.164,2.99,63,0.565,3.4,9.550000191,0.045,82.17,0.455,0.089,1.177,1.9,194,0.075,0.24,14,76,123,66,0.39,227,64,0.33,0.024,0,0.04,0.2
Yogurt,"Yogurt,Fruit,Lofat,W/Lo Cal Sweetener",1.03,4,18.6,6,0,105,0,0,0.065,0.105,4.86,131,0.18,3.1,2.900000095,0.041,74.1,0.387,0.04,0.909,1.41,152,0.08,0.07,16,133,194,58,0.82,441,131,0.52,0.045,0.7,0.06,1.2
Cheese,"Cheese,Parmesan,Dry Grated,Red Fat",8.03,51,1.37,88,0,265,0,0,0.085,0.114,20,156,0.486,17.7,0,0.029,50.6,6.098,0.462,13.317,20,1109,0.238,0.9,38,729,125,1529,3.87,605,160,2.26,0.049,0,0.17,1.7
Cream Sub,"Cream Sub,Flav,Liq",0.55,0,35.07,0,1.100000024,251,1,0,0.142,0.091,0.69,0,0.024,0.7,33.04000092,0.004,50.06,4.002,6.269,2.635,13.5,6,0.142,0.59,19,28,96,80,0.25,0,0,0,0.004,0,1.58,3.3
Cream Sub,"Cream Sub,Flav,Powdered",0.79,0,75.42,0,1.200000048,495,1,0,0.14,0.084,0,0,0.027,1.3,58.00999832,0.004,1.52,0.618,0.229,19.446,21.47,5,0.135,0.63,17,28,90,196,0.23,0,0,0,0.004,0,0.41,9.1
Cheese,"Cheese,Provolone,Red Fat",3.6,45,3.5,55,0,274,0,0,0.01,0.156,24.7,137,0.321,14.5,0.550000012,0.019,50.6,4.89,0.51,11.3,17.6,756,0.026,0.52,28,496,138,876,3.23,532,141,1.46,0.073,0,0.15,1.5
Cheese,"Cheese,Mexican,Blend,Red Fat",4.3,50,3.41,62,0,282,0,0,0,0.06,24.69,151,0.3,15.5,0.560000002,0.03,48.2,5.02,0.75,11.58,19.4,1146,0.021,0.13,35,583,93,776,4.3,586,155,1.66,0.084,0,0.17,1.6
Egg Mix,"Egg Mix,Usda Cmdty",3.15,0,23.97,1110,0,549,0,0,0.056,0.267,35.6,116,1.277,118,2.460000038,0.19,2.78,13.745,7.555,10.305,34.5,171,0.149,3.23,11,451,373,576,2.76,398,117,2.9,0.207,0,2.04,0.7
Allspice,"Allspice,Ground",4.65,0,72.12,0,21.60000038,263,0,0,2.943,2.86,6.09,0,0.063,2.7,0,0.101,8.46,0.66,2.36,2.55,8.69,661,0.553,7.06,135,113,1044,77,1.01,540,27,0,0.21,39.2,0,0
No Category,Anise Seed,6.95,0,50.02,0,14.60000038,337,0,0,2.3,3.06,17.6,0,0.29,5,0,0.34,9.54,9.78,3.15,0.586,15.9,646,0.91,36.96,170,440,1441,16,5.3,311,16,0,0.65,21,0,0
Spices,"Spices,Basil,Dried",14.27,5584,60.96,0,40.5,251,1150,393,3.167,6.948,14.37,0,0.316,2.8,1.710000038,0.148,6.43,0.453,2.168,0.24,3.98,2113,1.367,42,422,490,3433,34,5.82,9375,469,0,2.32,61.2,7.48,1714.5
Spices,"Spices,Bay Leaf",3.62,0,74.97,0,26.29999924,313,0,0,8.167,2.005,7.61,0,0.421,2.8,0,0.009,5.44,1.64,2.29,2.28,8.36,834,0.416,43,120,113,529,23,3.7,6185,309,0,1.74,46.5,0,0
